level_index,level_label,level_value,runs,simulated_hours_mean,simulated_hours_sd,simulated_hours_min,simulated_hours_max,simulated_miles_mean,simulated_miles_sd,simulated_miles_min,simulated_miles_max,total_events_mean,total_events_sd,total_events_min,total_events_max,total_layer_transitions_mean,total_layer_transitions_sd,total_layer_transitions_min,total_layer_transitions_max,total_unknown_episodes_mean,total_unknown_episodes_sd,total_unknown_episodes_min,total_unknown_episodes_max,episodes_per_hour_mean,episodes_per_hour_sd,episodes_per_hour_min,episodes_per_hour_max,episodes_per_million_miles_mean,episodes_per_million_miles_sd,episodes_per_million_miles_min,episodes_per_million_miles_max,unknown_time_fraction_mean,unknown_time_fraction_sd,unknown_time_fraction_min,unknown_time_fraction_max,episode_duration_mean_seconds_mean,episode_duration_mean_seconds_sd,episode_duration_mean_seconds_min,episode_duration_mean_seconds_max,episode_duration_median_seconds_mean,episode_duration_median_seconds_sd,episode_duration_median_seconds_min,episode_duration_median_seconds_max,episode_duration_p90_seconds_mean,episode_duration_p90_seconds_sd,episode_duration_p90_seconds_min,episode_duration_p90_seconds_max,episode_duration_max_seconds_mean,episode_duration_max_seconds_sd,episode_duration_max_seconds_min,episode_duration_max_seconds_max,inter_arrival_mean_seconds_mean,inter_arrival_mean_seconds_sd,inter_arrival_mean_seconds_min,inter_arrival_mean_seconds_max,inter_arrival_p90_seconds_mean,inter_arrival_p90_seconds_sd,inter_arrival_p90_seconds_min,inter_arrival_p90_seconds_max,window_count_mean,window_count_sd,window_count_min,window_count_max,window_mean_mean,window_mean_sd,window_mean_min,window_mean_max,dispersion_index_mean,dispersion_index_sd,dispersion_index_min,dispersion_index_max,c3_episodes_mean,c3_episodes_sd,c3_episodes_min,c3_episodes_max,c4_episodes_mean,c4_episodes_sd,c4_episodes_min,c4_episodes_max,c5_episodes_mean,c5_episodes_sd,c5_episodes_min,c5_episodes_max,c6_episodes_mean,c6_episodes_sd,c6_episodes_min,c6_episodes_max,selected_rule_count_mean,selected_rule_count_sd,selected_rule_count_min,selected_rule_count_max,selected_rule_mass_sum_mean,selected_rule_mass_sum_sd,selected_rule_mass_sum_min,selected_rule_mass_sum_max,selected_rule_mass_max_mean,selected_rule_mass_max_sd,selected_rule_mass_max_min,selected_rule_mass_max_max,wall_seconds_mean,wall_seconds_sd,wall_seconds_min,wall_seconds_max
0,c_100,100,3,1000.0,0.0,1000.0,1000.0,50000.00000000099,1.7099945203303975e-09,49999.999999999876,50000.000000002954,203490.33333333334,770.07099239832,202641.0,204143.0,203490.33333333334,770.07099239832,202641.0,204143.0,24.0,9.643650760992955,13.0,31.0,0.023999999999999997,0.009643650760992955,0.013,0.031,479.99999999998755,192.87301521984517,260.0000000000006,619.9999999999634,0.0001288233359414904,4.347323985452266e-05,7.933994063079201e-05,0.00016087719981778414,19.819171366928742,1.8645793564461002,18.682513527226547,21.971060482373176,16.64972456160467,2.054675125384556,14.489943186752498,18.58002584427595,38.33854585088557,2.221764565835767,36.443310128909076,40.78359449645505,47.87248351673285,9.518867892272784,37.68426641821861,56.53856913978234,167131.85140206703,81463.73342686663,113750.80539254737,260898.35974465657,283244.76188628544,22749.80898382261,265820.3825389829,308981.84692147677,4.666666666666667,0.5773502691896257,4.0,5.0,4.6000000000000005,2.2715633383201093,2.0,6.2,2.563940092165899,1.295773004414589,1.4821428571428574,4.0,24.0,9.643650760992955,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009542660960772902,0.00011452875183588855,0.0008220399518223872,0.0010223841815956561,0.00011060737328058872,6.921775469744679e-06,0.00010409392925516584,0.00011787561132210042,0.8386666666671468,0.04789919971499046,0.7970000000004802,0.8910000000005311
1,c_300,300,3,1000.0,0.0,1000.0,1000.0,50000.00000000111,8.432266715781597e-10,50000.00000000031,50000.00000000199,203319.33333333334,138.925639582236,203159.0,203404.0,203319.33333333334,138.925639582236,203159.0,203404.0,32.0,5.5677643628300215,27.0,38.0,0.032,0.0055677643628300215,0.027,0.038,639.9999999999864,111.35528725660198,539.9999999999785,759.9999999999843,0.00020045592377564375,3.202044289398853e-05,0.00016350162719388513,0.00021997889052005482,22.662700991588252,2.563235662460974,20.641950342283387,25.545935673296686,19.369706504396163,3.0883687319017405,16.08385197306052,22.212796852050815,49.93785497864013,9.950683798520634,39.116814619849904,58.69425654015504,73.5397984860465,20.723815801196864,49.75339245330542,87.69832871854305,106412.26207108935,23101.62503400526,90932.08058118678,132966.12609498543,241182.77805318453,24241.539583582795,213237.52582926606,256551.61331444606,5.0,0.0,5.0,5.0,6.3999999999999995,1.113552872566004,5.4,7.6,0.9279538451864427,0.27445367930846243,0.611111111111111,1.092105263157895,31.333333333333332,5.8594652770823155,27.0,38.0,0.6666666666666666,1.1547005383792515,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009788083997416366,4.0489586382639566e-05,0.0009474799678894291,0.0010245276256277856,9.836635214497015e-05,4.1430856301516905e-05,7.270560328775297e-05,0.00014616328674100246,0.9376666666667006,0.06250066666311142,0.875,1.0
2,c_1000,1000,3,1000.0,0.0,1000.0,1000.0,50000.00000000152,1.2691558906778132e-09,50000.00000000076,50000.00000000299,203792.0,561.4125043138957,203452.0,204440.0,203792.0,561.4125043138957,203452.0,204440.0,24.666666666666668,5.686240703077327,20.0,31.0,0.024666666666666667,0.005686240703077327,0.02,0.031,493.33333333331643,113.72481406152951,399.9999999999939,619.9999999999629,0.00012985692334518753,4.3240922072191386e-05,9.332893692498651e-05,0.0001776006892429723,18.66457432907688,1.9144495991767065,16.799208646497572,20.624596170151623,12.976167137695787,0.9666171391235412,12.393786071334034,14.091962372418493,36.764671350099775,9.24410552746364,29.91001773462633,47.27816636511125,68.81123971325967,22.376804831332844,54.80748361814767,94.61850278428756,142593.71611517537,25451.955944856243,113305.91372764084,159351.9812559605,316468.6772739699,66716.77132767555,243129.89852914948,373563.4240619324,5.0,0.0,5.0,5.0,4.933333333333334,1.1372481406154655,4.0,6.2,1.0278167367928939,0.458142930837075,0.5,1.3225806451612905,24.0,6.244997998398398,19.0,31.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0010413274250127356,5.358776853340829e-05,0.0009974432159216102,0.001101048903305423,7.425816691502997e-05,1.564881008395705e-05,6.036127899804191e-05,9.120874248187425e-05,0.9376666666670038,0.08082903768621154,0.8910000000005311,1.030999999999949
3,c_3000,3000,3,1000.0,0.0,1000.0,1000.0,50000.000000000844,1.7634605845454815e-09,49999.999999999,50000.00000000252,203898.66666666666,512.213171768682,203364.0,204385.0,203898.66666666666,512.213171768682,203364.0,204385.0,30.0,1.7320508075688772,29.0,32.0,0.03,0.0017320508075688767,0.029,0.032,599.9999999999906,34.64101615139675,579.9999999999708,640.0000000000127,0.00019937620354620137,1.555818297665121e-05,0.00018205822255320123,0.00021217315347695452,23.927063896557502,1.3564419140271986,22.60033107556981,25.311380847945312,16.00125506155503,2.6412366231476914,13.005212049349211,17.993164815357886,51.62137298480374,7.489484377242208,43.76246129665523,58.67660977855556,122.36247375879127,26.372636989169663,94.2568921984639,146.56776155345142,114226.44591807867,6015.234865748739,109131.03528788536,120862.01661408063,254149.8702185965,38678.36630863167,231154.52063182904,298805.1450961458,4.666666666666667,0.5773502691896257,4.0,5.0,6.2,0.692820323027551,5.8,7.0,0.5038314176245211,0.1913312677723964,0.29310344827586204,0.6666666666666667,28.0,3.0,25.0,31.0,2.0,1.7320508075688772,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.001011295681030292,2.3397400105356737e-05,0.000986875694183309,0.0010335149957836755,6.544524082393532e-05,5.24969811015963e-06,6.0087233276848063e-05,7.057947301696065e-05,0.9846666666668776,0.015502687938958502,0.9690000000000509,1.0
4,c_10000,10000,3,1000.0,0.0,1000.0,1000.0,50000.00000000064,7.517511519753253e-10,50000.00000000002,50000.00000000148,203828.33333333334,92.11586906355133,203727.0,203907.0,203828.33333333334,92.11586906355133,203727.0,203907.0,23.0,3.605551275463989,19.0,26.0,0.023000000000000003,0.003605551275463989,0.019,0.026,459.99999999999346,72.11102550927293,379.99999999999983,519.9999999999847,0.0001257246788976085,1.671583023031274e-05,0.00010751352405740665,0.00014036960283406692,19.73347037915224,0.5525047459621738,19.39363647020279,20.370983505613893,14.230072731268592,1.8352080530382973,12.372671561897732,16.04225182160735,38.374660810820444,0.8926175437030084,37.59026758458931,39.34591832687147,66.74486724474507,15.79431860917616,48.50753391953185,75.96480195250479,155453.8390348769,24235.357103169525,137054.0988961356,182914.04059188062,350280.4770031795,94735.0501139475,265428.1484236086,452496.2011764475,5.0,0.0,5.0,5.0,4.6000000000000005,0.721110255092798,3.8,5.2,1.9056174089068827,0.5265266312152176,1.3846153846153846,2.4375,22.666666666666668,3.2145502536643185,19.0,25.0,0.3333333333333333,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009975405073505796,5.928634157940975e-06,0.0009936869435567398,0.0010043674155258528,6.0538856086346624e-05,1.8834085424873236e-06,5.926906484749249e-05,6.270278747880556e-05,0.9743333333335613,0.03234707611726045,0.9380000000001019,1.0
5,c_20000,20000,3,1000.0,0.0,1000.0,1000.0,50000.000000001404,1.0543194824688546e-09,50000.000000000495,50000.00000000256,203786.0,298.22642404723297,203588.0,204129.0,203786.0,298.22642404723297,203588.0,204129.0,20.0,1.0,19.0,21.0,0.02,0.0010000000000000009,0.019,0.021,399.99999999998863,19.999999999996987,379.99999999999625,419.9999999999902,0.00013333629167692213,2.8887671646848916e-05,0.00010931980477737347,0.00016539207464976547,23.923658440091188,4.340580865764843,19.677564859927223,28.352927082816937,18.98336475827576,1.6730139769016117,17.06478107406292,20.138240986038,47.67470510355198,13.577342727556688,35.22394707105125,62.151035813614726,74.952327027102,15.591565019253226,62.152697924291715,92.31681306799874,169408.27151557416,1441.4452339658683,167876.91833829816,170738.7334150675,368696.8796771218,44133.3142065357,319515.83062462625,404848.88046831195,5.0,0.0,5.0,5.0,4.0,0.20000000000000018,3.8,4.2,0.5402046783625731,0.3557524066011407,0.16666666666666666,0.875,19.333333333333332,0.5773502691896257,19.0,20.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.9583333333333334,0.036087855759707244,0.9369999999998981,1.0
6,c_50000,50000,3,1000.0,0.0,1000.0,1000.0,50000.00000000187,7.345474711691473e-10,50000.00000000126,50000.000000002685,203960.0,189.18509455028428,203815.0,204174.0,203960.0,189.18509455028428,203815.0,204174.0,26.666666666666668,6.429100507328637,22.0,34.0,0.02666666666666667,0.006429100507328638,0.022,0.034,533.3333333333121,128.5820101465592,439.9999999999889,679.9999999999634,0.0001672594416785513,3.940459745715418e-05,0.00012358619596706478,0.00020015083759973804,23.032417401689994,6.092429163021027,18.851430861407767,30.022625639960705,20.66316829548062,8.140028138745445,15.360078752739355,30.035426501883194,42.827360117951564,3.6634412406128414,40.13051500139409,46.99820566656999,68.3348731478133,13.20265408876136,56.03625310398638,82.28597999806516,139225.4616783705,29660.646998951626,105706.01152731493,162075.24640669257,273822.11241801054,33967.172879492246,239346.65647672646,307257.0943736881,5.0,0.0,5.0,5.0,5.333333333333333,1.2858201014657271,4.4,6.8,1.0312685680332738,1.3195376481852141,0.041666666666666664,2.5294117647058822,26.0,6.082762530298219,22.0,33.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009837882619945,1.5797322218735775e-05,0.0009680176866237876,0.0009996121958893854,5.8843315918784966e-05,1.917229899143711e-06,5.6803174604263825e-05,6.0607791068749986e-05,1.0050000000001091,0.07353230582507944,0.9220000000004802,1.0619999999998981
7,c_100000,100000,3,1000.0,0.0,1000.0,1000.0,50000.00000000037,1.3126601894443438e-09,49999.99999999897,50000.00000000157,203908.66666666666,301.75707669138984,203574.0,204160.0,203908.66666666666,301.75707669138984,203574.0,204160.0,28.666666666666668,4.041451884327381,24.0,31.0,0.028666666666666663,0.00404145188432738,0.024,0.031,573.3333333333293,80.82903768654872,479.9999999999947,620.0000000000127,0.00013930417588944963,5.054724731472992e-05,8.822253312221922e-05,0.00018929951710575148,17.173319993380495,4.43928624770101,13.233379968332883,21.983169728409848,12.19352673999189,2.1969000061934496,10.640375052113086,14.707099853083491,34.30339745463959,8.866189921716732,26.976411974313663,44.15928767528385,103.9748846165603,39.411642731782514,60.88445315591525,138.19640186661854,121135.60995933106,17326.787611793054,109121.55384807418,140997.76019994452,260175.37952580265,50279.85714213373,206773.83550751721,306606.087079207,4.666666666666667,0.5773502691896257,4.0,5.0,5.833333333333333,0.9073771725877467,4.8,6.5,0.7206541218637993,0.23619260511005716,0.5161290322580645,0.9791666666666667,28.666666666666668,4.041451884327381,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.000982958151259216,1.9547134398123738e-05,0.0009620626153457328,0.0010007966497173736,5.884478231340175e-05,1.3563658708235641e-06,5.740152944310707e-05,6.00931859688468e-05,0.9116666666665575,0.10986506875815606,0.7970000000004802,1.0159999999996217
8,c_300000,300000,3,1000.0,0.0,1000.0,1000.0,50000.00000000114,1.1362614003178878e-09,49999.99999999987,50000.00000000204,203807.66666666666,276.5001506931476,203514.0,204063.0,203807.66666666666,276.5001506931476,203514.0,204063.0,27.0,6.244997998398398,20.0,32.0,0.027,0.006244997998398398,0.02,0.032,539.9999999999877,124.89995996796469,399.99999999998766,639.999999999974,0.00016573366096664732,5.378021010345703e-05,0.00012707321258222996,0.00022715115516783651,22.058834804067335,3.966048564407841,17.74882119101902,25.554504956381606,17.365792324242648,2.6829243677137113,14.429348403587937,19.689032406313345,42.67896411191711,12.096732743773352,28.742012484255238,50.45489120628337,85.833755003366,47.67968069768157,48.37640027445741,139.50612827949226,131803.07001098644,37622.55044927692,109281.57520499062,175235.901681032,292937.22358721355,67742.76770192393,228323.10561232668,363426.01111937297,4.666666666666667,0.5773502691896257,4.0,5.0,5.55,1.3444329659748753,4.0,6.4,1.4974999999999998,1.250882188697241,0.68,2.9375,25.333333333333332,7.023769168568492,18.0,32.0,1.6666666666666667,1.5275252316519468,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009821189969437853,2.3599784059293774e-05,0.0009560386571459389,0.0010020010755432795,5.884007431030137e-05,7.834262771948192e-07,5.800650528951755e-05,5.9561208533181176e-05,0.9586666666664314,0.07686568371713907,0.9070000000001528,1.0469999999995707
9,c_1000000,1000000,3,1000.0,0.0,1000.0,1000.0,50000.00000000107,9.598750378960093e-10,50000.000000000044,50000.00000000195,204079.0,231.22932339995288,203945.0,204346.0,204079.0,231.22932339995288,203945.0,204346.0,22.333333333333332,4.041451884327381,18.0,26.0,0.022333333333333334,0.00404145188432738,0.018,0.026,446.66666666665606,80.82903768653765,359.99999999999966,519.9999999999797,0.00011573033711243759,2.8721459163969523e-05,9.192739620945456e-05,0.00014763148805598678,18.557843306362116,1.803445865967148,16.846767715597274,20.44128296159817,14.489420091616921,1.4886582536702784,12.922559894155711,15.885071749449708,34.1076813011081,8.94466969816595,25.335814635618593,43.21567799762124,58.33731538282397,8.113227368816295,53.03734439518303,67.6773822652176,161653.30127695037,31458.116808393093,136614.9378745176,196963.34478122919,310980.61198841856,42613.17448145126,266403.512051728,351312.00708474556,5.0,0.0,5.0,5.0,4.466666666666667,0.8082903768654761,3.6,5.2,0.5242165242165242,0.1764643363848072,0.3611111111111111,0.7115384615384616,22.0,4.58257569495584,17.0,26.0,0.3333333333333333,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.000981604659851019,2.616301371017017e-05,0.0009523437942931671,0.0010027431335411976,5.883403685624116e-05,4.291913202277059e-07,5.837739039405365e-05,5.922912547879107e-05,0.9583333333336365,0.04972256362389582,0.9220000000004802,1.0150000000003274
