study,level_index,level_label,level_value,replicate,config_sha256,simulated_hours,simulated_miles,total_events,total_layer_transitions,total_unknown_episodes,episodes_per_hour,episodes_per_million_miles,unknown_time_fraction,episode_duration_mean_seconds,episode_duration_median_seconds,episode_duration_p90_seconds,episode_duration_max_seconds,inter_arrival_mean_seconds,inter_arrival_p90_seconds,window_count,window_mean,dispersion_index,c3_episodes,c4_episodes,c5_episodes,c6_episodes,selected_rule_count,selected_rule_mass_sum,selected_rule_mass_max,wall_seconds
duration_profile_element_spread_study,0,spread_0,0,1,1cd24dc6deec6f33040fcfe690cb32e8ce07b6329b4ba3e6fda6f2c20bebb616,1000.0,50000.00000000028,203644,203644,28,0.028,559.9999999999969,0.0001374285817507391,17.66938908223788,14.786372136550199,33.101397118996836,86.54157761484385,127015.8103040381,273758.8764013185,5,5.6,1.8392857142857146,27,1,0,0,100,0.0010007959226450746,5.9436808561073915e-05,0.9070000000001528
duration_profile_element_spread_study,0,spread_0,0,2,9be9dc822b55c336dace7f70b4efdf5bac7e34310fd626aaa238d4195ec8fecc,1000.0,49999.99999999956,203739,203739,30,0.03,600.0000000000052,0.00017786032949846736,21.343239539816082,14.16929207238718,44.897515802970176,78.16945746075362,118437.91422082882,294214.27622300957,4,6.5,3.3333333333333335,28,1,1,0,100,0.0009799800507877046,5.560061326941382e-05,0.8599999999996726
duration_profile_element_spread_study,0,spread_0,0,3,83ea91b996aa229411589cdf7d0618fc6a0bd9d9c1d2fe45f7083421fc2f369f,1000.0,50000.00000000058,204166,204166,36,0.036,719.9999999999917,0.00020267259174874602,20.267259174874603,17.694449806585908,36.510352121898904,62.78397082653828,95209.30198073637,228000.93129736488,5,7.2,0.375,36,0,0,0,100,0.000997249832160345,6.160850492514242e-05,0.9849999999996726
duration_profile_element_spread_study,1,spread_0.025,0.025,1,c6cb7803673dd86d9ab7c023c69c6712deb59c2df6acb143a8043df9b59a95c1,1000.0,50000.00000000231,203952,203952,17,0.017,339.9999999999843,0.00010095025960469179,21.37770203393473,13.197585561312735,44.455189569620416,77.40849101881031,208078.4031708111,368907.05599373946,5,3.4,0.23529411764705885,17,0,0,0,100,0.0010007959226450746,5.9436808561073915e-05,0.8440000000000509
duration_profile_element_spread_study,1,spread_0.025,0.025,2,1fa22053977a70b027abf2568d11c87caa1e55d9807b7e7a04915bb6ea449375,1000.0,49999.99999999835,203527,203527,23,0.023,460.0000000000152,8.674690467625623e-05,13.577776384109672,11.454512669239193,26.806974945007823,45.162065928801894,152726.22331750562,367641.5468543121,4,3.5,1.0476190476190477,23,0,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.0150000000003274
duration_profile_element_spread_study,1,spread_0.025,0.025,3,087bf83ccadb5b5df0c412c61608bf3acb9211fdcbf06a46426a764e436e65cb,1000.0,50000.00000000087,204123,204123,27,0.027,539.9999999999906,0.00011550345603334589,15.400460804446118,10.393142096931115,35.33969946019353,59.97822844935581,132377.31855419007,313115.5306904649,5,5.4,2.0925925925925926,26,1,0,0,100,0.000997249832160345,6.160850492514242e-05,1.094000000000051
duration_profile_element_spread_study,2,spread_0.05,0.05,1,a972b85c5b51aff5b33b85b51ee438a08109e43fd2726e02c96e3f9963a8c392,1000.0,50000.00000000054,203992,203992,34,0.034,679.9999999999927,0.00024885166875033974,26.34900022062421,15.060271324473433,53.81164501491002,102.09480070788413,102956.90822779191,252631.15425171328,5,6.8,0.911764705882353,33,1,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.155999999999949
duration_profile_element_spread_study,2,spread_0.05,0.05,2,eb4cc7499f05bc71f812dd9294a45a0ad45c0128d3e4d28e762fd819f0eb1575,1000.0,50000.00000000204,203601,203601,34,0.034,679.9999999999723,0.00019181700881019625,20.310036226961955,21.132337975286646,35.46810731232254,39.51478671201039,104007.62962135281,216403.97078102402,5,6.8,2.4558823529411766,33,1,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.0469999999995707
duration_profile_element_spread_study,2,spread_0.05,0.05,3,d1793971f0d52a5624fc82f423dd33983460b55048f4b4a7acaa5dbd1988555e,1000.0,50000.00000000166,203974,203974,18,0.018,359.99999999998806,7.627882645177224e-05,15.25576529035445,10.461711443276727,29.879555984388574,81.70398760819808,183801.02308542293,320874.7999761606,5,3.6,1.472222222222222,18,0,0,0,100,0.000997249832160345,6.160850492514242e-05,0.9059999999999491
duration_profile_element_spread_study,3,spread_0.075,0.075,1,e63d2a5d36423320f920e24d844972a31f8857b5c0b9ae77ee32bee96f713ca3,1000.0,50000.000000000815,203839,203839,33,0.033,659.9999999999892,0.0001557659391476601,16.992647907017464,10.482084357179701,40.809974168427296,53.98736214102246,101351.22331059737,205319.68083676387,5,6.6,0.5,29,4,0,0,100,0.0010007959226450746,5.9436808561073915e-05,0.9220000000004802
