factor,level,level_value,replicate,feasible,error,episodes_per_million_miles,unknown_time_fraction,total_unknown_episodes,total_events,duration_s_mean,duration_s_median,duration_s_p90,duration_mi_mean,inter_arrival_mi_mean,inter_arrival_s_mean,dispersion_index,episodes_element,episodes_hidden_triggering,episodes_full_scenario,wall_seconds
base_weights_shape,steeper,,2,False,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0223534) is not smaller than the very_rare weight (0.008). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,
base_weights_shape,steeper,,3,False,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0223534) is not smaller than the very_rare weight (0.008). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,
base_weights_shape,steeper,,4,False,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0223534) is not smaller than the very_rare weight (0.008). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,
concentration_scale,1000,1000.0,0,True,,30164.499157314873,0.015651762941480588,60329,9998505,37.45832915085275,19.35426690429449,66.63015383780004,0.5202545715392044,33.150407429559365,2386.8293349278038,5.66391431040065,21322,3167,35840,52.2891382999951
concentration_scale,1000,1000.0,1,True,,30878.492649595377,0.018826983320057722,61757,9999758,44.10218708995139,20.86025807261467,78.99938209168613,0.6125303762503067,32.383494089042145,2331.611574410468,5.232890084764871,22471,5113,34173,51.20364249998238
concentration_scale,1000,1000.0,2,True,,27987.49991943753,0.0139814304070673,55975,9998415,36.06493525056451,17.96711167693138,55.67062761187553,0.5009018784806478,35.73022718801813,2572.576357536801,7.5005465020502236,19499,684,35792,51.90818650001893
concentration_scale,1000,1000.0,3,True,,36216.995377930514,0.021852296935255647,72434,9998217,43.651193650917904,20.080175736919045,63.170778691023614,0.6062665784854776,27.611331706931477,1988.015882898561,4.080016006253761,34337,2395,35702,52.71166109998012
concentration_scale,1000,1000.0,4,True,,43084.49823324363,0.02251574631553527,86169,10001741,37.8482927635427,22.47758387029171,73.49753333544356,0.5256707328272326,23.210192773063415,1671.1338796604066,5.168832884262555,42962,6411,36796,55.087360200006515
concentration_scale,100000,100000.0,0,True,,36560.998978620206,0.01944882864549884,73122,9998505,38.48755645194384,20.798074178397655,69.12989440523093,0.5345493951664112,27.351370187163056,1969.29865347535,4.151794502173624,31637,4560,36925,53.48663380002836
concentration_scale,100000,100000.0,1,True,,36565.99129572695,0.02011962731145416,73132,9999758,39.792627523684715,21.562878280878067,71.14337168037896,0.5526753822735662,27.346844645543182,1968.9728144786304,4.534278898732572,32908,4645,35579,51.33682249998674
concentration_scale,100000,100000.0,2,True,,35821.9998968858,0.019860791402818045,71644,9998415,40.12593504054252,21.33367297053337,71.77171994447708,0.5573046533407081,27.91579848765165,2009.9374911105247,5.734163531632816,31171,5089,35384,52.33550530002685
concentration_scale,100000,100000.0,3,True,,36845.99529765656,0.019892480289392885,73692,9998217,39.07200960681024,20.96182212140411,70.10481664463882,0.5426668000946157,27.139984470924677,1954.07888190608,4.976378390896021,32787,4802,36103,52.642947799991816
concentration_scale,100000,100000.0,4,True,,37699.498454065106,0.020100761384262946,75399,10001741,38.5787194478252,21.196533780544996,70.40765608251091,0.535815547886103,26.525199991289632,1909.814399372672,4.534549496511056,34126,4960,36313,53.24582010001177
concentration_scale,5000,5000.0,0,True,,38871.49891407334,0.02080828503260496,77743,9998505,38.743540302850704,21.219779185950756,69.65437430143356,0.538104726428749,25.725620195075273,1852.2446540450528,4.566919014247239,35363,5406,36974,53.80327950004721
concentration_scale,5000,5000.0,1,True,,37038.991183132704,0.0200498958374287,74078,9999758,39.168699477625196,21.455221137031913,68.51553237289191,0.5440097149672032,26.998538164544424,1943.8947478467287,4.7089517622400185,34489,3714,35875,51.89210539998021
concentration_scale,5000,5000.0,2,True,,34479.999900748764,0.01996059992488607,68960,9998415,41.89963979120462,21.172569155693054,76.16674122884868,0.5819394415438869,29.002312454311408,2088.166496710012,4.41024729214518,27004,6190,35766,53.893500500009395
concentration_scale,5000,5000.0,3,True,,37013.99527621614,0.020457796870462765,74028,9998217,39.98220073630644,20.67239362106193,67.7550408706069,0.5553083435596194,27.016530048364743,1945.1901634817677,5.228065002159987,33595,4235,36198,53.403357700037304
concentration_scale,5000,5000.0,4,True,,39858.998365510975,0.021107566987911542,79718,10001741,38.33771955577207,21.717363096773624,70.94716087207199,0.5324683271642535,25.088424402487295,1806.3665569789134,4.344212595630754,38026,5278,36414,54.433766999980435
element_count.ego_maneuver,n12,12.0,0,True,,39059.99890880734,0.021533740974350794,78120,9998505,39.91431690547316,21.60212991759181,73.4412353642285,0.5543655125761922,25.601470696694022,1843.3058901616043,4.973767969391247,36015,5873,36232,77.90801850002026
element_count.ego_maneuver,n12,12.0,1,True,,37741.49101590763,0.0203082855517489,75483,9999758,38.932670900357046,21.098028544336557,69.21210375428201,0.540731540282802,26.495651428685356,1907.6869028648857,5.781122069683632,34189,4204,37090,75.71755319996737
element_count.ego_maneuver,n12,12.0,2,True,,36609.499894618966,0.019429737671540936,73219,9998415,38.386125922368606,20.677293241024017,67.23726163320242,0.5331406378106558,27.315307049390388,1966.7021075557223,5.215374664881242,32831,4053,36335,75.43982269999105
element_count.ego_maneuver,n12,12.0,3,True,,36756.49530907869,0.020875085321992927,73513,9998217,41.113221204950655,21.053727015852928,72.9142491221428,0.5710169611808733,27.205111065101203,1958.7679966867915,4.837884346439391,32606,5278,35629,75.4460076999967
element_count.ego_maneuver,n12,12.0,4,True,,36999.49848276985,0.019154886336818226,73999,10001741,37.44436671237192,20.31011340022087,67.88960438370704,0.5200606487833349,27.026759562169907,1945.9266884760511,5.2970836017680805,31748,4560,37691,76.90279259998351
element_count.ego_maneuver,n7,7.0,0,True,,35500.999008232706,0.019297094987576736,71002,9998505,39.30564598991364,21.096674337401055,70.13491072654725,0.5459117498607642,28.167201802076757,2028.0385297491275,6.45134322070905,30536,4419,36047,80.11472989997128
element_count.ego_maneuver,n7,7.0,1,True,,36789.99124240536,0.020201061832256048,73580,9999758,39.7299231567779,21.606166820973158,70.28007553219798,0.5518044882892833,27.18042719065454,1956.9907577266513,4.767326712387707,33434,4372,35774,78.3543595999945
element_count.ego_maneuver,n7,7.0,2,True,,36501.999894928405,0.020171258002676853,73004,9998415,39.99969239154097,21.697877429425716,71.08957137018442,0.5555512832157045,27.39551240386928,1972.4768930782034,5.363372668503881,33550,4602,34852,75.68232550000539
element_count.ego_maneuver,n7,7.0,3,True,,42148.99462087951,0.02356271826723719,84298,9998217,40.500795679807275,22.205354433506727,71.85867818295957,0.5625110511092017,23.72515616994627,1708.2112442356972,3.5538433823724898,42124,5580,36594,77.25038660003338
element_count.ego_maneuver,n7,7.0,4,True,,35833.49853058375,0.019201242335486434,71667,10001741,38.770570849471376,20.77609522640705,70.58413122594357,0.5384801506877855,27.9065639607603,2009.27260517455,4.182781363246669,31072,4782,35813,77.69607529998757
element_count.environmental_conditions,n15,15.0,0,True,,38050.498937009055,0.020593450873185454,76101,9998505,39.15197531937397,21.15813533216715,70.77208706736565,0.543777434991828,26.280691328967254,1892.2097756852675,4.587582199508865,34212,5118,36771,72.92626320000272
element_count.environmental_conditions,n15,15.0,1,True,,36324.49135321428,0.0194096053383693,72649,9999758,38.65078376088978,21.250379130244255,67.647219791729,0.5368164411235105,27.528745511822066,1982.0696768507069,4.863987309809519,33434,3484,35731,71.67243199999211
element_count.environmental_conditions,n15,15.0,2,True,,35534.49989771337,0.019631307396716396,71069,9998415,40.00086333790941,20.864273250102997,70.76193958818912,0.5555675463599167,28.141657640452443,2026.1993501121788,6.096689458351431,29796,4970,36303,68.85239479999291
element_count.environmental_conditions,n15,15.0,3,True,,37057.99527060079,0.020147099434507158,74116,9998217,39.33719228505314,20.692406801506877,68.01427508890629,0.5463498928488522,26.983405769912654,1942.8052154332183,5.776992252535819,33111,4073,36932,71.31745989999035
element_count.environmental_conditions,n15,15.0,4,True,,38491.99842156724,0.020662536533772237,76984,10001741,38.8419183535638,21.377788804471493,71.32116856425999,0.5394710882444742,25.979244814247775,1870.5056266256615,4.270139014724459,35678,5202,36104,73.6162041000207
element_count.environmental_conditions,n21,21.0,0,True,,37992.99893861539,0.02074801900638415,75986,9998505,39.51270878024271,21.32243748009205,71.57744838297367,0.5487876219483687,26.32046549135021,1895.0735153768396,4.823991248321729,34212,5393,36381,73.90090920001967
element_count.environmental_conditions,n21,21.0,1,True,,36961.991201462,0.020088062895616488,73924,9999758,39.32529030310227,21.47163138911128,69.50363978296518,0.5461845875443717,27.053945033931623,1947.8840424426032,5.393874844706732,33434,4204,36286,73.80086079996545
element_count.environmental_conditions,n21,21.0,2,True,,34754.49989995861,0.018811416119799026,69509,9998415,39.139730063974824,20.78838363289833,68.13775246143344,0.5436073619994862,28.77324874889946,2071.6739099203546,5.384930016293034,29796,3967,35746,74.19886649999535
element_count.environmental_conditions,n21,21.0,3,True,,37930.99515918719,0.021326815128535886,75862,9998217,40.68039539874086,21.057429959997535,72.142177039385,0.5650054916500539,26.362369856355567,1898.0906296571195,4.725676575649331,33111,5585,37166,74.61562050000066
element_count.environmental_conditions,n21,21.0,4,True,,38025.99844067639,0.019425636228535954,76052,10001741,36.94183398284934,20.8246367033571,66.25223709121352,0.5130810275401145,26.29779732306254,1893.4414072603226,5.0019594098089035,35678,3576,36798,75.54557240003487
element_count.ru_maneuver,n12,12.0,0,True,,39001.99891042765,0.02085119137239404,78004,9998505,38.68316886783566,21.121903464198112,69.75514920055865,0.5372662342765453,25.63968610139398,1846.0573993000003,4.182853656003725,35930,4989,37085,71.15014099999098
element_count.ru_maneuver,n12,12.0,1,True,,35760.49148747043,0.019232121325032287,71521,9999758,38.898925070354814,20.698820859193802,67.7955956608057,0.5402628482003925,27.963364216804315,2013.3622236094245,5.899996690714375,31219,4204,36098,70.15093410003465
element_count.ru_maneuver,n12,12.0,2,True,,35353.49989823438,0.01909434568074546,70707,9998415,39.049204280977925,20.544917464256287,68.88604608476163,0.5423500594581937,28.28571368726293,2036.5713854825326,5.68011476051677,29903,4345,36459,70.7906864999677
element_count.ru_maneuver,n12,12.0,3,True,,38466.49509084585,0.021657200537586126,76933,9998217,40.762980101918615,21.630229603499174,72.27616518735886,0.5661525014160065,25.996465437437724,1871.7455114950403,4.734532174997666,36177,5008,35748,72.01469290000387
element_count.ru_maneuver,n12,12.0,4,True,,38287.49842995312,0.019864511801619435,76575,10001741,37.50699197054242,21.04911570250988,67.8132193639875,0.5209304440358978,26.118004345805428,1880.4963128978118,5.857349102679575,35678,4167,36730,73.1986735999817
element_count.ru_maneuver,n7,7.0,0,True,,37847.498942680126,0.020408476852147084,75695,9998505,38.998657973829935,21.116497367620468,69.97474532723433,0.5416480274144334,26.421651242826304,1902.3588894831169,5.315538323097089,34212,4990,36493,75.63163249997888
element_count.ru_maneuver,n7,7.0,1,True,,36789.99124240536,0.020201061832256048,73580,9999758,39.7299231567779,21.606166820973158,70.28007553219798,0.5518044882892833,27.18042719065454,1956.9907577266513,4.767326712387707,33434,4372,35774,73.48552330001257
element_count.ru_maneuver,n7,7.0,2,True,,34004.4999021175,0.01835063958113765,68009,9998415,39.014960467316975,20.509970393031836,67.2403168573976,0.5418744509346695,29.40786464805121,2117.3662546592723,5.619276889971183,28401,3950,35658,71.86495130002731
element_count.ru_maneuver,n7,7.0,3,True,,38377.495102204164,0.021708812104816278,76755,9998217,40.93832986553159,22.150875255465508,72.37602406144157,0.5685879147997829,26.055658941343836,1876.0074437762803,5.252618050843103,37276,4638,34841,72.67598270002054
element_count.ru_maneuver,n7,7.0,4,True,,36716.49849437476,0.01998660421595513,73433,10001741,39.34758985223908,21.363615438342094,72.04406605660917,0.5464943035038672,27.235523303964847,1960.9576778852822,5.326943228664943,33249,5302,34882,72.42568619997473
element_count.temporal_modifications,n30,30.0,0,True,,36094.498991652494,0.019316149257817185,72189,9998505,38.68114613575521,20.41937925107777,68.16947319954635,0.537238140774465,27.70489075294194,1994.7521342114242,4.278862834306177,30654,4420,37115,86.73213499999838
element_count.temporal_modifications,n30,30.0,1,True,,35506.49154793329,0.018727304646231117,71013,9999758,38.145099685460394,20.954728808254004,68.74377662986518,0.5297930511878507,28.16336066569543,2027.761967929581,5.693375485711549,31210,4183,35620,86.79862330004107
element_count.temporal_modifications,n30,30.0,2,True,,35919.49989660514,0.018599982668643433,71839,9998415,37.4606666251506,20.935663856565952,66.72840933352711,0.5202870364600675,27.83934909334577,2004.433134720504,4.2953026382766435,31819,4368,35652,86.48196179996012
element_count.temporal_modifications,n30,30.0,3,True,,37720.99518598771,0.0204953515660501,75442,9998217,39.34320093789189,21.26192931458354,72.6587203461677,0.5464333463600103,26.50947020964943,1908.6818550942764,4.099327794029664,33115,5537,36790,88.92842490004841
element_count.temporal_modifications,n30,30.0,4,True,,38491.99842156724,0.020662536533772237,76984,10001741,38.8419183535638,21.377788804471493,71.32116856425999,0.5394710882444742,25.979244814247775,1870.5056266256615,4.270139014724459,35678,5202,36104,89.13174949999666
element_count.temporal_modifications,n46,46.0,0,True,,37775.99894467757,0.019417316567896015,75552,9998505,37.179347599103494,20.959222856909037,67.08175321519383,0.5163798277649871,26.471535643171144,1905.9505663079453,4.174840743318455,35484,4108,35960,88.91286619997118
element_count.temporal_modifications,n46,46.0,1,True,,35207.99161898907,0.019167146255563868,70416,9999758,39.370395259986424,21.042392652481794,68.48749630525708,0.5468110452786814,28.400075938262464,2044.8054675544038,4.289807364475182,31013,4212,35191,86.1948842999991
element_count.temporal_modifications,n46,46.0,2,True,,34279.99990132447,0.01843685879070689,68560,9998415,38.903816756474335,21.054230766370893,69.3712394401431,0.5403307882850276,29.171516393950757,2100.3491803640427,5.129967222342752,29939,4493,34128,86.04170930001419
element_count.temporal_modifications,n46,46.0,3,True,,38533.4950822952,0.020941688243658833,77067,9998217,39.343203907635456,20.8092200756073,68.35787144303335,0.5464333876066119,25.95061563025442,1868.444325377846,4.850893039424744,35605,4550,36912,85.24548709997907
element_count.temporal_modifications,n46,46.0,4,True,,35438.998546760915,0.019373511036997068,70878,10001741,39.5437991805177,20.707342334091663,70.78027082234621,0.5492194330628959,28.217501650914986,2031.6601188656855,4.928168857606883,30258,4628,35992,84.23462329996983
element_count.triggering_conditions,n100,100.0,0,True,,37864.49894220521,0.020435785209024983,75729,9998505,39.04052626693078,21.120674468576908,70.26462000012395,0.542229531485424,26.40978873120914,1901.5047886466814,4.801248713426765,34212,4921,36596,76.95404159999453
element_count.triggering_conditions,n100,100.0,1,True,,36630.491280373186,0.02029345254643146,73261,9999758,40.077926401731766,21.75717969238758,71.18518509715796,0.5566378666914323,27.29877878664448,1965.5120726379248,4.413961743032193,33434,4627,35200,74.17957149998983
element_count.triggering_conditions,n100,100.0,2,True,,35261.499898499205,0.01920183535524458,70523,9998415,39.39545839075736,20.771562665700912,69.38153977394104,0.5471591443163263,28.35953471703295,2041.8864996259722,5.546775252836364,29796,4451,36276,72.90620709996438
element_count.triggering_conditions,n100,100.0,3,True,,36579.99533160389,0.019560857052159833,73160,9998217,38.68817316029439,20.512766310945153,66.15644601918758,0.5373357383386639,27.33731255853782,1968.2865042142228,5.034934101892733,33111,3607,36442,72.26963690004777
element_count.triggering_conditions,n100,100.0,4,True,,39270.498389643464,0.021162170691079698,78541,10001741,38.99452363479048,21.245029877871275,72.30690106749535,0.5415906060388851,25.46423120128405,1833.4246464922771,4.73412241431499,35678,5642,37221,73.6157200000016
element_count.triggering_conditions,n150,150.0,0,True,,37495.49895251371,0.01996793657844615,74991,9998505,38.52192269540902,20.969900250434875,69.04692489653826,0.5350267041032606,26.669692240745384,1920.2178413332872,5.024074848780849,34212,4531,36248,71.25036710000131
element_count.triggering_conditions,n150,150.0,1,True,,36810.99123740646,0.02011790580251337,73622,9999758,39.54946728484759,21.455944396555424,70.14286227412524,0.5492981567345006,27.164921255716514,1955.8743304111135,4.438284164840939,33434,4251,35937,68.96728149999399
element_count.triggering_conditions,n150,150.0,2,True,,34795.99989983915,0.01886206844294693,69592,9998415,39.21492005396801,20.74051032215357,68.52961716502905,0.5446516674164716,28.738927848737134,2069.202805108668,5.591581311546814,29796,4196,35600,72.51495400001295
element_count.triggering_conditions,n150,150.0,3,True,,37022.495275131354,0.020484524737633097,74045,9998217,40.01703071896689,20.846173405647278,69.91577805280689,0.5557920933198325,27.009279519789942,1944.6681254243824,4.719456218223944,33111,4658,36276,69.05232210003305
element_count.triggering_conditions,n150,150.0,4,True,,38827.99840778896,0.020519916183442618,77656,10001741,38.2485681231777,21.20736813172698,70.07244485616684,0.5312301128220117,25.754432146647403,1854.3191145584362,5.071099807267512,35678,4866,37112,73.52375479997136
element_count.triggering_conditions,n50,50.0,0,True,,38067.49893653414,0.02079338383528024,76135,9998505,39.51359550765732,21.313356965780258,71.90563938915732,0.5487999376070821,26.26895502496535,1891.3647617971305,5.286085975949228,34212,5486,36437,78.02160459995503
element_count.triggering_conditions,n50,50.0,1,True,,36206.991381184314,0.019450096916998318,72414,9999758,38.851136774898634,21.335653889924288,67.81903296560053,0.5395991218740187,27.618641049497022,1988.542155563306,4.634421590094811,33434,3526,35454,76.33521799999289
element_count.triggering_conditions,n50,50.0,2,True,,34978.49989931383,0.019564556880548856,69957,9998415,40.47641688889612,21.197615310549736,71.6018833488226,0.5621724567903374,28.588982758684832,2058.4067586249043,5.273616463465748,29796,5038,35123,76.57093079999322
element_count.triggering_conditions,n50,50.0,3,True,,37719.99518611533,0.02095972170860707,75440,9998217,40.204207276875344,20.854271810501814,71.00035197585825,0.5583917677352739,26.509836983600824,1908.7082628187752,5.056006437276521,33111,5109,37220,77.49962710001273
element_count.triggering_conditions,n50,50.0,4,True,,38562.998418655756,0.02050297134045656,77126,10001741,38.46018029662158,21.126632943749428,70.31892642192543,0.534169170786878,25.931587908776148,1867.074329431705,5.193806336873278,35678,4808,36640,79.69860939995851
element_count.triggering_conditions,n75,75.0,0,True,,37888.99894152077,0.020582751827403725,75778,9998505,39.29933373857952,21.262734338641167,71.19099930524828,0.5458240797024425,26.392711483883673,1900.275226839248,5.193928416396427,34212,5270,36296,78.2490563999745
element_count.triggering_conditions,n75,75.0,1,True,,36897.49121681576,0.020517076750930938,73795,9999758,40.2289558168795,21.736264303326607,72.18964326977745,0.5587354974570168,27.101237654154904,1951.2891110986789,4.499724382465209,33434,4884,35477,76.48588769999333
element_count.triggering_conditions,n75,75.0,2,True,,35286.49989842724,0.019726279999552895,70573,9998415,40.42853873816973,21.123280718922615,72.11502310633664,0.5615074824750742,28.33944237667826,2040.4398511204347,5.535952828914384,29796,5180,35597,77.14134600001853
element_count.triggering_conditions,n75,75.0,3,True,,37551.49520761956,0.021200519787237613,75103,9998217,40.85109415727411,21.028897896409035,72.71626191660765,0.5673763077408881,26.629128684025567,1917.2972652493563,4.9480850988093605,33111,5488,36504,74.43289159995038
element_count.triggering_conditions,n75,75.0,4,True,,37854.99844768855,0.019370915336284423,75710,10001741,37.00558014235763,20.854680575430393,66.89693268910054,0.5139663908664672,26.416407116365747,1901.9813123781526,4.448042616994628,35678,3600,36432,77.72278459998779
fixed_unknown_weight,fixed_0.0005,0.0005,0,True,,18587.49948073365,0.004576552830542308,37175,9998505,17.7276025826135,12.99691866710782,35.07848329544067,0.24621670253630762,53.79835028157224,3873.481220272438,9.54874912558759,891,122,36162,50.96821640001144
fixed_unknown_weight,fixed_0.0005,0.0005,1,True,,17628.49580366249,0.004269686526605392,35257,9999758,17.438664837849924,13.297552198171616,35.975030636787416,0.24220367830350903,56.72450386273254,4084.16427811575,8.622479758465584,602,66,34589,50.3544816999929
fixed_unknown_weight,fixed_0.0005,0.0005,2,True,,18119.99994784129,0.0044869083312580075,36240,9998415,17.828774877507676,13.179463857784867,36.050290888547906,0.2476218732986445,55.187623257431426,3973.5088745342837,8.703395565021577,1728,15,34497,50.465308199985884
fixed_unknown_weight,fixed_0.0005,0.0005,3,True,,18282.997666695297,0.004225227015947699,36566,9998217,16.639303395105937,12.69712433218956,34.01639795303345,0.23110143604302347,54.69339365282969,3937.9243430027427,8.144595976656237,371,56,36139,51.60815779998666
fixed_unknown_weight,fixed_0.0005,0.0005,4,True,,18548.99923936534,0.004308308668484448,37098,10001741,16.723178438248954,12.76929197460413,34.50913051962853,0.23226636719818997,53.90950647717366,3881.4844663561394,9.26715576914168,903,152,36043,51.40836450003553
fixed_unknown_weight,fixed_0.001,0.001,0,True,,19071.499467212474,0.004989075534021461,38143,9998505,18.835867420265444,13.290115609765053,36.3612812191248,0.26160926972586307,52.43304595122167,3775.179308487216,9.266286733460186,1751,230,36162,51.38307049998548
fixed_unknown_weight,fixed_0.001,0.001,1,True,,18230.49566036072,0.004741870096743657,36461,9999758,18.72886593066622,13.546046704053879,37.405809476971626,0.26012313792647745,54.85137085346977,3949.298701448863,8.16364521932225,1450,221,34790,49.35853249998763
fixed_unknown_weight,fixed_0.001,0.001,2,True,,18329.9999472368,0.004384300877570417,36660,9998415,17.221842899472797,13.075269266963005,35.671977663040146,0.2391922624927885,54.555359161192435,3927.9858596050854,9.7827380218057,1009,27,35624,51.377480300026946
fixed_unknown_weight,fixed_0.001,0.001,3,True,,18836.49759605677,0.004650109800608691,37673,9998217,17.774424567857523,12.915416944772005,35.24613440632821,0.2468670078870733,53.086258920430296,3822.2106422700153,8.794759639516297,961,200,36512,51.164387300028466
fixed_unknown_weight,fixed_0.001,0.001,4,True,,19084.499217406214,0.004697007527054229,38169,10001741,17.721019416471947,13.148430153727531,35.83123437166214,0.24612526967331932,52.39683699573445,3772.572263692527,9.440274152338365,1674,333,36162,50.51355790003436
fixed_unknown_weight,fixed_0.005,0.005,0,True,,22637.499367591554,0.007654758561289971,45275,9998505,24.35642227208181,15.352632492780685,46.260924269526726,0.338283642668101,44.173465968358876,3180.4895497212124,8.026324332873646,7928,1108,36239,52.04877300001681
fixed_unknown_weight,fixed_0.005,0.005,1,True,,23836.994325773758,0.008481806222661774,47674,9999758,25.645213422392054,16.214673813432455,47.92211306896063,0.35618351975556045,41.95024190729457,3020.4174173244746,6.672086362086896,10859,764,36051,48.24660310003674
fixed_unknown_weight,fixed_0.005,0.005,2,True,,21904.499936947544,0.007610825723032888,43809,9998415,25.029452713652823,15.157326862215996,46.354678022861506,0.34763128768962753,45.65270759089034,3286.9949465434597,8.147349429472914,6751,1370,35688,49.70897569996305
fixed_unknown_weight,fixed_0.005,0.005,3,True,,22463.997133109617,0.007734904687907913,44928,9998217,24.800691079692964,14.95476564951241,43.58385514579714,0.3444540427742039,44.514814805184194,3205.066665972453,7.516617990236082,8013,783,36132,51.93385520001175
fixed_unknown_weight,fixed_0.005,0.005,4,True,,22490.49907773714,0.0072607190287145235,44981,10001741,23.25740126846925,14.936712726950645,44.0239614546299,0.32301946206229515,44.462438590284094,3201.295578500153,7.1942200274621815,7519,1074,36388,52.595939100021496
full_scenario_enabled,off,0.0,0,True,,19600.99945242019,0.01639272161293884,39202,9998505,60.55136586726401,33.77913557738066,106.75087395980958,0.8409911926010362,51.01747081337016,3673.257898561924,0.9499561477608952,34212,4990,0,34.774529699992854
full_scenario_enabled,off,0.0,1,True,,18902.99550027694,0.01612645239951507,37806,9999758,61.80457725998514,33.97927721962333,105.71804203465581,0.8583969063898179,52.8997895206545,3808.7848454861983,0.8942724520342814,33434,4372,0,34.43635550001636
full_scenario_enabled,off,0.0,2,True,,17669.99994913662,0.016135270736893786,35340,9998415,66.14504780237579,35.379852794110775,121.26893013417722,0.9186812194774907,56.58876654354946,4074.391191134776,1.0737331251617455,29796,5544,0,34.61987949995091
full_scenario_enabled,off,0.0,3,True,,18829.49759695012,0.016341227691265055,37659,9998217,62.878771818237105,33.34943890571594,107.09173156321052,0.8733162752542821,53.10559643339042,3823.60294320314,0.9956469994359595,33111,4548,0,34.70458939997479
full_scenario_enabled,off,0.0,4,True,,20439.999161821528,0.016730746103002892,40880,10001741,59.29619367130373,34.0193860642612,105.5051191359758,0.8235582454353284,48.92334106604821,3522.4805567551352,0.9680496415541504,35678,5202,0,35.96513510000659
full_scenario_target_mass,0.002,0.002,0,True,,28678.99919881428,0.01838130153848139,57358,9998505,46.37696854852458,25.032794483006,82.47004760336131,0.6441245631741975,34.86849072188251,2510.5313319750435,2.7325718168582718,34212,4990,18156,55.59381019999273
full_scenario_target_mass,0.002,0.002,1,True,,27759.493392050874,0.018133179327056898,55519,9999758,47.2910642166444,25.460773341357708,82.90336062312126,0.6568203363429972,36.02243272785648,2593.615156405036,3.0415988695435967,33434,4372,17713,55.200082600000314
full_scenario_target_mass,0.002,0.002,2,True,,26777.999922919098,0.018161962938407408,53556,9998415,49.0964535662473,25.390019703656435,88.4865734167397,0.6818951884203164,37.34407847578824,2688.7736502562257,3.3183754308175435,29796,5544,18216,54.49210969998967
full_scenario_target_mass,0.002,0.002,3,True,,28110.996412430755,0.01838284061600451,56222,9998217,47.34701658754845,24.619873981922865,82.14969478696585,0.6575974526054083,35.571549501708404,2561.1515641223555,3.286032453184066,33111,4548,18563,55.34057709999615
full_scenario_target_mass,0.002,0.002,4,True,,29680.998782877927,0.018730815469372643,59362,10001741,45.68643909993724,25.283560635522008,83.58374914005401,0.6345338763884181,33.69135444863803,2425.777520301707,2.8083339781011456,35678,5202,18482,56.46095189999323
full_scenario_target_mass,0.008,0.008,0,True,,56253.99842847025,0.024469525643179686,112508,9998505,31.4359375117729,17.672231826465577,56.69921531528235,0.4366102432193001,17.77639715243127,1279.9005949747977,6.704154683896963,34212,4990,73306,55.53160210000351
full_scenario_target_mass,0.008,0.008,1,True,,54475.487032499404,0.024280809009411913,108951,9999758,32.223765538933044,18.148364007472992,57.494796857237816,0.4475522991524252,18.35628707114539,1321.6526691221468,6.706375587494983,33434,4372,71145,53.90985910000745
full_scenario_target_mass,0.008,0.008,2,True,,53251.99984671326,0.024134980332175787,106504,9998415,32.76425462304019,17.779587207362056,58.387079649418595,0.45505909198686545,18.77863241614695,1352.0615339623153,8.55932105506123,29796,5544,71164,54.92561139998725
full_scenario_target_mass,0.008,0.008,3,True,,55280.49294501719,0.024409124493097827,110561,9998217,31.92562436695062,17.52604280784726,55.70693629235029,0.44341144954153416,18.089214095090636,1302.423414846197,7.229092296260293,33111,4548,72902,55.73099390004063
full_scenario_target_mass,0.008,0.008,4,True,,56845.4976689494,0.024683375161684375,113691,10001741,31.393927652083306,17.844696208834648,57.704942375421524,0.43602677294587683,17.5914204535104,1266.582272652628,6.1967275842317715,35678,5202,72811,54.90620079997461
hidden_triggering_enabled,off,0.0,0,True,,37859.99894233092,0.020408476852147084,75720,9998505,38.985782030230546,21.122736304998398,70.00757980719209,0.5414691948644419,26.41292777107418,1901.7307995169642,5.32036834993775,39227,0,36493,53.19570769998245
hidden_triggering_enabled,off,0.0,1,True,,36797.49124062004,0.020201061832256048,73595,9999758,39.72182547558555,21.61311362683773,70.28987719863653,0.5516920204949448,27.17488732506775,1956.5918874044025,4.768579291593507,37821,0,35774,51.04881029995158
hidden_triggering_enabled,off,0.0,2,True,,35532.99989771769,0.020127016755296566,71066,9998415,40.98130495089707,21.26968013495207,73.66113063693047,0.5691847909850134,28.14284562025884,2026.2848846582392,5.117901159754249,35360,0,35706,52.347847800003365
hidden_triggering_enabled,off,0.0,3,True,,37187.99525400999,0.02036656649454086,74376,9998217,39.631070903923884,20.7006950173527,68.98807034583297,0.5504315403328103,26.8898784495982,1936.0712483705815,4.883527025252107,37680,0,36696,52.76977710000938
