factor,level,level_value,replicates,feasible_runs,errors,error_example,episodes_per_million_miles_mean,episodes_per_million_miles_sd,episodes_per_million_miles_min,episodes_per_million_miles_max,unknown_time_fraction_mean,unknown_time_fraction_sd,unknown_time_fraction_min,unknown_time_fraction_max,total_unknown_episodes_mean,total_unknown_episodes_sd,total_unknown_episodes_min,total_unknown_episodes_max,total_events_mean,total_events_sd,total_events_min,total_events_max,duration_s_mean_mean,duration_s_mean_sd,duration_s_mean_min,duration_s_mean_max,duration_s_median_mean,duration_s_median_sd,duration_s_median_min,duration_s_median_max,duration_s_p90_mean,duration_s_p90_sd,duration_s_p90_min,duration_s_p90_max,duration_mi_mean_mean,duration_mi_mean_sd,duration_mi_mean_min,duration_mi_mean_max,inter_arrival_mi_mean_mean,inter_arrival_mi_mean_sd,inter_arrival_mi_mean_min,inter_arrival_mi_mean_max,inter_arrival_s_mean_mean,inter_arrival_s_mean_sd,inter_arrival_s_mean_min,inter_arrival_s_mean_max,dispersion_index_mean,dispersion_index_sd,dispersion_index_min,dispersion_index_max,episodes_element_mean,episodes_element_sd,episodes_element_min,episodes_element_max,episodes_hidden_triggering_mean,episodes_hidden_triggering_sd,episodes_hidden_triggering_min,episodes_hidden_triggering_max,episodes_full_scenario_mean,episodes_full_scenario_sd,episodes_full_scenario_min,episodes_full_scenario_max
element_count.triggering_conditions,n50,50.0,5,5,0,,37107.19676436067,1479.7618642364669,34978.49989931383,38562.998418655756,0.020254146136378208,0.0007022386800740485,0.019450096916998318,0.02095972170860707,74214.4,2959.523154158453,69957,77126,9999327.2,1479.2468353861705,9998217,10001741,39.5011073489898,0.8590292539937489,38.46018029662158,40.47641688889612,21.165506184101105,0.1937905154841856,20.854271810501814,21.335653889924288,70.52916682027282,1.6322101174249597,67.81903296560053,71.90563938915732,0.548626490958718,0.011930961861019933,0.534169170786878,0.5621724567903374,26.983600745104837,1.0980015041607556,25.931587908776148,28.588982758684832,1942.8192536471645,79.05610829951328,1867.074329431705,2058.4067586249043,5.088787360731917,0.27001868852131383,4.634421590094811,5.286085975949228,33246.2,2168.170242393341,29796,35678,4793.4,749.2735148128486,3526,5486,36174.8,866.5216096555238,35123,37220
element_count.triggering_conditions,n75,75.0,5,5,0,,37095.89674241438,1086.9795479094296,35286.49989842724,37888.99894152077,0.020279508740281917,0.0007294279079425359,0.019370915336284423,0.021200519787237613,74191.8,2173.9601422289234,70573,75778,9999327.2,1479.2468353861705,9998217,10001741,39.5627005186521,1.537998438924872,37.00558014235763,40.85109415727411,21.201171566545963,0.3338844936327629,20.854680575430393,21.736264303326607,71.02177205741411,2.370303492347868,66.89693268910054,72.71626191660765,0.5494819516483778,0.02136108942966399,0.5139663908664672,0.5673763077408881,26.97578546302163,0.8136874020013508,26.392711483883673,28.33944237667826,1942.256553337174,58.58549294406155,1900.275226839248,2040.4398511204347,4.9251466687160015,0.46218674867562637,4.448042616994628,5.535952828914384,33246.2,2168.170242393341,29796,35678,4884.4,750.0138665384794,3600,5488,36061.2,486.1755855655444,35477,36504
fixed_unknown_weight,fixed_0.0005,0.0005,5,5,0,,18233.598427659614,389.2999204964245,17628.49580366249,18587.49948073365,0.004373336674567571,0.00015091702436834486,0.004225227015947699,0.004576552830542308,36467.2,778.5972643157694,35257,37175,9999327.2,1479.2468353861705,9998217,10001741,17.271504826265197,0.5583139842833763,16.639303395105937,17.828774877507676,12.9880702059716,0.2573918922120805,12.69712433218956,13.297552198171616,35.1258666586876,0.8929122403146778,34.01639795303345,36.050290888547906,0.23988201147593494,0.00775436089277283,0.23110143604302347,0.2476218732986445,54.86267550634791,1.1876417386751632,53.79835028157224,56.72450386273254,3950.1126364562706,85.51020518444895,3873.481220272438,4084.16427811575,8.857275238974534,0.555170646634824,8.144595976656237,9.54874912558759,899.0,513.398967665499,371,1728,82.2,54.59120808335349,15,152,35486.0,862.6070948004079,34497,36162
fixed_unknown_weight,fixed_0.001,0.001,5,5,0,,18710.598377654598,406.58819215354737,18230.49566036072,19084.499217406214,0.0046924727671996905,0.00021633214971162405,0.004384300877570417,0.004989075534021461,37421.2,813.1747659636272,36461,38169,9999327.2,1479.2468353861705,9998217,10001741,18.05640404694679,0.6978996563367992,17.221842899472797,18.835867420265444,13.195055735856295,0.23819720606132144,12.915416944772005,13.546046704053879,36.103287427425386,0.8303428156023518,35.24613440632821,37.405809476971626,0.25078338954110435,0.009693050782515727,0.2391922624927885,0.26160926972586307,53.46457437640972,1.1683591598685272,52.39683699573445,54.85137085346977,3849.4493551007413,84.12185951039261,3772.572263692527,3949.298701448863,9.08954075328856,0.6282821732014718,8.16364521932225,9.7827380218057,1369.0,367.95855744906925,961,1751,202.2,110.60605770029053,27,333,35850.0,672.2365655035436,34790,36512
fixed_unknown_weight,fixed_0.005,0.005,5,5,0,,22666.69796823192,711.253407587566,21904.499936947544,23836.994325773758,0.007748602844721414,0.00044821722848364026,0.0072607190287145235,0.008481806222661774,45333.4,1422.5109138421399,43809,47674,9999327.2,1479.2468353861705,9998217,10001741,24.61783615125778,0.8912755554636189,23.25740126846925,25.645213422392054,15.323222308978439,0.5263606201705457,14.936712726950645,16.214673813432455,45.62910639235518,1.7988239611283985,43.58385514579714,47.92211306896063,0.34191439098995763,0.012378827159179467,0.32301946206229515,0.35618351975556045,44.15073377240241,1.3535436310370732,41.95024190729457,45.65270759089034,3178.8528316123507,97.4551414347145,3020.4174173244746,3286.9949465434597,7.511319628426344,0.6071771690212153,6.672086362086896,8.147349429472914,8214.0,1560.5780980136815,6751,10859,1019.8,252.42068061076137,764,1370,36099.6,262.40865077203534,35688,36388
full_scenario_enabled,off,0.0,5,5,0,,19088.69833212108,1025.0417107317705,17669.99994913662,20439.999161821528,0.01634528370872313,0.00024639432504838284,0.01612645239951507,0.016730746103002892,38177.4,2050.0833641586382,35340,40880,9999327.2,1479.2468353861705,9998217,10001741,62.13519128383316,2.612928306389521,59.29619367130373,66.14504780237579,34.10141811221838,0.7624601054604002,33.34943890571594,35.379852794110775,109.26693936556578,6.742697164792383,105.5051191359758,121.26893013417722,0.8629887678315911,0.036290670921957154,0.8235582454353284,0.9186812194774907,52.506992875402545,2.838781779483247,48.92334106604821,56.58876654354946,3780.5034870282348,204.39228812262976,3522.4805567551352,4074.391191134776,0.9763316731894063,0.06587507275243382,0.8942724520342814,1.0737331251617455,33246.2,2168.170242393341,29796,35678,4931.2,477.45701377192063,4372,5544,0.0,0.0,0,0
full_scenario_target_mass,0.002,0.002,5,5,0,,28201.697541818587,1077.825954012825,26777.999922919098,29680.998782877927,0.01835801997786457,0.0002393356714989947,0.018133179327056898,0.018730815469372643,56403.4,2155.6513632774663,53556,59362,9999327.2,1479.2468353861705,9998217,10001741,47.1595884037804,1.2832112628354495,45.68643909993724,49.0964535662473,25.157404429093003,0.34151302010618245,24.619873981922865,25.460773341357708,83.91868511404843,2.609432260526098,82.14969478696585,88.4865734167397,0.6549942833862674,0.017822378650460127,0.6345338763884181,0.6818951884203164,35.49958117517473,1.3554226769659807,33.69135444863803,37.34407847578824,2555.9698446120738,97.59043274143663,2425.777520301707,2688.7736502562257,3.0373825097009246,0.26747634573050366,2.7325718168582718,3.3183754308175435,33246.2,2168.170242393341,29796,35678,4931.2,477.45701377192063,4372,5544,18226.0,334.3927331746311,17713,18563
full_scenario_target_mass,0.008,0.008,5,5,0,,55221.4951843299,1426.7417252667005,53251.99984671326,56845.4976689494,0.024395562927909918,0.000205889553050203,0.024134980332175787,0.024683375161684375,110443.0,2853.481995737839,106504,113691,9999327.2,1479.2468353861705,9998217,10001741,31.948701938556013,0.5727173399763704,31.393927652083306,32.76425462304019,17.794184411596508,0.23182971058961238,17.52604280784726,18.148364007472992,57.19859409794211,1.0284751742680598,55.70693629235029,58.387079649418595,0.4437319713692004,0.007954407499686782,0.43602677294587683,0.45505909198686545,18.11839023766493,0.47117467798093254,17.5914204535104,18.77863241614695,1304.5240971116168,33.92457681457852,1266.582272652628,1352.0615339623153,7.079134241389047,0.9043838527935928,6.1967275842317715,8.55932105506123,33246.2,2168.170242393341,29796,35678,4931.2,477.45701377192063,4372,5544,72265.6,1031.2813874011301,71145,73306
hidden_triggering_enabled,off,0.0,5,5,0,,37175.89675117536,1125.4262991342084,35532.99989771769,38500.99842119817,0.020353131693602557,0.00020810342598457166,0.020127016755296566,0.020662536533772237,74351.8,2250.8523274528698,71066,77002,9999327.2,1479.2468353861705,9998217,10001741,39.630564404214255,0.8492554880941686,38.83283866043422,40.98130495089707,21.217883895523848,0.34013025128398916,20.7006950173527,21.61311362683773,70.85879910695833,1.7776110613866685,68.98807034583297,73.66113063693047,0.5504245056145325,0.011795215112420413,0.5393449813954522,0.5691847909850134,26.918742213553685,0.8238361563560431,25.973171901769444,28.14284562025884,1938.149439375482,59.31620325756381,1870.0683769272218,2026.2848846582392,4.872736722750591,0.39710197830021676,4.273307787215342,5.32036834993775,38197.2,2050.2155252558205,35360,40898,0.0,0.0,0,0,36154.6,434.8238723897298,35706,36696
mean_duration.ego_maneuver,x0.5,0.5,5,5,0,,54688.19716974753,1869.2899383595534,52033.49876879609,56933.99062407912,0.020185864562756253,0.0004020421699890938,0.01970226205754386,0.020613506793161197,109376.4,3738.5849328322074,104067,113868,14727896.6,3947.640409155829,14724273,14733837,26.720419064313848,0.6786871806758796,26.191512918470828,27.84552157661931,9.998423420544714,0.2816106222609222,9.65202751941979,10.231798879802227,55.09015830021356,1.96079184547251,52.75221861749887,57.149728029966354,0.37111693146178143,0.009426210843260273,0.3637710127688532,0.3867433552445475,18.302449805870832,0.6325755652482077,17.564048763427753,19.21821857879023,1317.7763859766605,45.54544069635028,1264.6115109222687,1383.7117376245826,6.6125002157096855,0.6575274608600067,5.980543798091934,7.514356498106434,52913.6,3477.0364248882984,47037,55876,4956.0,510.7778382036558,4334,5452,51506.8,1643.5914029952821,49886,53635
mean_duration.ego_maneuver,x2,2.0,5,5,0,,27792.896850947105,743.4243246392377,27094.99962678884,28980.496279192055,0.02019504406991034,0.0003988474821122298,0.01966151775761806,0.02072374877924211,55585.8,1486.8495888959312,54190,57961,7598896.2,1755.9085112841158,7596713,7601571,52.58185497701523,1.108419991277901,51.524483312662454,54.27847628033587,32.68043598867953,0.5448256249717829,32.1948372349143,33.51476027444005,90.66188054654747,2.3706924812387657,88.31583231985566,94.6261399000883,0.7303035413476898,0.015394722100526111,0.7156178237866925,0.7538677261150066,35.999862747532376,0.9445027322204876,34.505704876777905,36.90680904938522,2591.9901178221535,68.00419672004355,2484.4107511277844,2657.290251555972,4.067205839841159,0.33374890494850656,3.71255562296584,4.478741621199193,23254.4,1428.733810057003,21272,25055,4916.4,525.1878711470782,4269,5597,27415.0,268.881944354767,27148,27800
mean_duration.environmental_conditions,x0.5,0.5,5,5,0,,37360.09612682442,671.0918628975517,36547.48846331969,38171.99828066603,0.020282492859305806,0.0003832893578432556,0.019640516762110125,0.02066089465955968,74720.2,1342.178341354084,73095,76344,10079446.4,1641.6929676404172,10078148,10082287,39.28559758258224,0.7888257794497235,38.41636293875017,40.356324053110306,21.0157672688365,0.32143786331269514,20.767439275979996,21.375157728791237,70.53025296861307,1.8810359535095205,68.51519183814527,73.0006268285215,0.5456332997585754,0.010955913603767178,0.5335605963718357,0.5605045007386977,26.77250332743649,0.4803153206620365,26.197155523356173,27.361642689976147,1927.620239575237,34.582703087510986,1886.195197681794,1970.0382736781573,4.4946320168826235,0.47716166839748475,3.941091815569517,5.194070524282469,33221.8,2000.021174887906,29980,35437,4932.6,492.71218779323897,4300,5609,36565.8,696.7088344495138,35760,37506
mean_duration.environmental_conditions,x2,2.0,5,5,0,,37352.69644928554,1144.984469482995,35708.995656004765,38494.49624259688,0.020492325380626307,0.00040491445521535194,0.019917344642815377,0.020945808229889618,74705.4,2289.9674233490746,71418,76989,9959278.6,1787.9259772149405,9957787,9962276,39.71585320697659,0.9020696402153141,38.934531079795164,41.220389293536584,21.25811278820038,0.20381620763437286,20.962204854935408,21.47695602476597,70.81240013297648,2.0453055923625447,69.10920599699021,74.01114104520529,0.5516090723187843,0.012528745003106405,0.5407573761081288,0.5725054068546339,26.791682802940834,0.8303798075595462,25.975730945282347,28.00412579424885,1929.0011618115568,59.7873461441596,1870.252628060206,2016.2970571855246,6.489438864487458,0.6513088953067822,5.7153513671888465,7.29208759077248,33347.8,2057.947326828362,30002,35433,4961.2,522.9844165938408,4239,5536,36396.4,517.2864776891041,35880,37222
mean_duration.ru_maneuver,x0.5,0.5,5,5,0,,48802.69673958757,1235.8568242233844,47290.99711898489,50443.99984670889,0.020192134708822727,0.0003708988915769496,0.019832663127204567,0.020744330295221762,97605.4,2471.7127260262264,94582,100888,13173792.2,2043.6477680852931,13171828,13177100,29.948541664816805,0.4253757376749854,29.722932187797895,30.70739736882375,13.53346950225532,0.16816308967018767,13.323331147432327,13.708087015897036,56.59651348558255,1.0547313779391017,55.44850445389747,57.82869117334486,0.41595196757484726,0.005907996356915217,0.4128185026163205,0.42649163013107355,20.500578316900086,0.5172609270574148,19.823740656200687,21.145204435352177,1476.0416387894315,37.24278674756684,1427.3093272197477,1522.4547193171911,6.037489461986117,0.49425916215703714,5.314548318469678,6.628715462023913,45574.4,3050.4902556802244,41375,49543,4924.4,547.0761372971773,4328,5639,47106.6,1464.2476907955156,45117,48497
mean_duration.ru_maneuver,x2,2.0,5,5,0,,31072.198767649963,1228.5709875442278,29380.999054701508,32231.99713991154,0.02030651626126855,0.0004031428888355763,0.019807356073621357,0.02074336676803269,62144.4,2457.14210008294,58762,64464,8399322.0,1727.2748767929208,8397130,8401959,47.31283111761044,1.1566804340965622,46.55275358245529,49.29721535890049,24.3259442768991,0.4563655736146878,23.81825501844287,24.710141226649284,95.51130352526904,2.865840236001855,92.25509465187787,99.81178262531763,0.6571226544114487,0.01606500602914057,0.6465660219786317,0.6846835466517822,32.22327239799087,1.293848718738402,31.02434424382153,34.03531964917103,2320.075612655236,93.15710774912662,2233.752785554912,2450.543014740206,4.424859770895621,0.7422404654758025,3.7703712052656324,5.616852078309949,27034.0,1734.7012711126952,24085,28443,4930.4,498.690585433493,4306,5541,30180.0,981.8788112593122,29136,31364
mean_duration.street,x0.5,0.5,5,5,0,,37902.298119059655,1140.9499457473346,36256.99985359191,39036.49939415655,0.02009045758709218,0.0003150534686419455,0.019594541135592974,0.02040127362863817,75804.6,2281.8990556113563,72514,78073,10479448.2,1390.5738743410936,10477931,10481548,38.36281115343885,1.002988646100753,37.64079021096621,40.132484696191426,20.5119149396196,0.27857008840875463,20.092683911323547,20.78010763693601,69.35730594202877,2.003764754330379,67.73706966638572,72.41650032326581,0.5328168215758037,0.013930397862244035,0.5227887529311059,0.5573956207803274,26.402575967420375,0.8050041495968702,25.616879555885934,27.580503495436528,1900.9854696538346,57.96029877093201,1844.4153280234066,1985.7962516710147,4.567582427588077,0.5744995012389096,3.796617723198032,5.341301244480185,33284.8,2058.5472304516115,30016,35599,4871.0,539.4339625941251,4150,5562,37648.8,1062.4112668830278,36758,39013
mean_duration.street,x2,2.0,5,5,0,,36501.697681679354,1025.88293573014,35053.99653168405,37419.496173345084,0.02036511697250619,0.0003335314116965755,0.01992466440604622,0.020682252329384032,73003.4,2051.7661416448027,70108,74839,9759624.6,1639.3947968686493,9757883,9762087,40.380006264258526,0.6277456792634492,39.988242211173024,41.484641303128534,21.791422280669213,0.43810142087071735,21.160704530775547,22.28230756521225,71.99786004249006,1.7483644511048744,69.74659513793887,74.16202055793256,0.5608334203367502,0.008718689990140775,0.5553922529325973,0.5761755736550227,27.412999048438746,0.7820139601191244,26.72255236056695,28.52741004150806,1973.7359314872429,56.30500512844943,1924.023769960237,2053.9735229879584,5.1967105441242065,0.7050043585567669,4.501527869441142,6.232045719554582,33363.4,2111.673104436385,29951,35663,4967.2,468.14442216051236,4437,5531,34672.8,1159.1010309718476,33402,36424
mean_duration.temporal_modifications,x0.5,0.5,5,5,0,,38184.99718242047,1210.8950631432233,36638.49683118466,39565.99567103692,0.020320884834546003,0.0004043593855083603,0.01966024907560545,0.020667838230794055,76370.0,2421.792001803623,73277,79132,10238997.6,2474.1480958099496,10235410,10241655,38.52514263904162,0.8534617975439471,37.80615405052238,39.96851326345989,21.073625480011106,0.3059115749664698,20.64313341677189,21.47612270526588,72.839828247428,2.058727931295084,71.56500773578887,76.47675298154358,0.5350714255418907,0.011853636077121584,0.5250854729240519,0.5551182397701622,26.209254649323405,0.8373629496352131,25.273959679161365,27.293338118573576,1887.066334750944,60.290132373616814,1819.7250968993312,1965.1203445368365,4.95058479220755,0.8803361807671719,4.200284896787662,6.410392964671712,34257.0,1994.8819513946182,31008,36444,4905.6,496.4824266779238,4222,5564,37207.4,1016.9512279357353,35692,38262
mean_duration.temporal_modifications,x2,2.0,5,5,0,,36719.39757174668,1088.5023493054257,35347.49915272503,38040.498560750864,0.020188252961533752,0.000267828783253348,0.019785786267625744,0.02047209655505244,73438.8,2177.006247120113,70695,76081,9879287.8,1698.8158228601476,9877645,9881988,39.79340895931573,1.0565412011466115,38.65775348190096,41.51805824823972,21.269965593516826,0.24960316567176574,20.90991261973977,21.554514285176992,68.39244377747177,1.689663937077885,66.36866097450255,70.5023965716362,0.5526862355460629,0.014674183349293293,0.5369132428045083,0.5766396978923851,27.25226507521753,0.8076252094739752,26.286841070970684,28.290201911204825,1962.163085415424,58.14901508203584,1892.652557109711,2036.8945376063446,4.990857315924027,0.5408770349380806,4.189315296393087,5.530040407323796,32766.8,2035.119333110469,29497,34906,4901.2,488.3986076966232,4303,5575,35770.8,556.2123695136597,34917,36389
mean_duration.triggering_conditions,x0.5,0.5,5,5,0,,41680.59612189165,1115.4263337843838,40538.99539398068,42925.499130635406,0.020323386902412987,0.0002574540852125678,0.019920278656704975,0.020584512282946298,83361.2,2230.8545896135856,81078,85851,11196264.0,3855.0100518675695,11191712,11200619,35.28919796648749,0.8073909104904404,34.55437100291803,36.2712734944074,18.313711012899876,0.3965450381391975,17.89806717634201,18.791247386485338,63.29097344003618,1.4489854477297741,61.28189912736419,65.07080365084113,0.49012774953727145,0.011213762646156566,0.4799218194864856,0.503767687425509,24.00540029085267,0.6403979674665184,23.29606878587978,24.6673803681616,1728.388820930532,46.10865365731617,1677.316952572829,1776.0513864965314,5.67658885829741,0.42317292283784874,5.090132436418854,6.108934150346074,33217.8,2032.9571318648113,29891,35230,9842.6,1089.8315466162649,8468,11167,40300.8,886.538042048958,39266,41453
mean_duration.triggering_conditions,x2,2.0,5,5,0,,34522.59856086971,1268.467393680174,32984.49922087626,35804.499643224866,0.020316469150896146,0.0005004123014509493,0.01960389144410047,0.020800648990459226,69045.2,2536.93450841759,65969,71609,9399425.8,1895.6329286019486,9397877,9402464,42.602197269608595,1.0897584006084324,41.97439222962905,44.544224991005464,21.787716274708508,0.346872350292261,21.447915449738503,22.31065269932151,69.6070374316792,1.8433194736866791,68.14563286941265,72.58244151473046,0.5916971843002808,0.015135533341700688,0.5829776698564885,0.6186697915417654,28.99739428580684,1.068003940536595,27.92945048707658,30.31615106291242,2087.8123885780046,76.89628371879279,2010.9204350693115,2182.7628765298437,4.961610546434947,0.4750418410491076,4.277945218783234,5.486426659046545,33309.2,2166.445637443968,29840,35688,2487.0,280.37742419816897,2147,2882,33249.0,1144.3557139281475,31551,34773
min_duration_seconds,0.001,0.001,5,5,0,,37088.69666725204,1150.2374173738604,35530.499753276876,38162.990718951274,0.020454226326473902,0.00024648174296375335,0.020086948719131307,0.02076743086982412,74177.4,2300.4782763590706,71061,76326,9999833.4,1542.646524645228,9998325,10002289,39.923367566272816,1.014479588354797,38.964493185714964,41.608493963670895,21.396585085522382,0.33150721581135245,21.029726167675108,21.788737319409847,70.96995736956599,2.519471914713919,68.7120328307152,75.05260387063026,0.5544912161981168,0.014089994282155042,0.5411735164688167,0.57789574949437,26.983116081948634,0.8455402032205597,26.2032853099473,28.144507383505204,1942.7843579003809,60.87889463205081,1886.6365423161344,2026.4045316126653,4.878666190563328,0.3069523562291057,4.527302458341858,5.3130429592694055,33295.6,2074.78018112763,29883,35499,4968.6,532.8966128621948,4325,5595,35913.2,959.5518224671349,34762,37122
min_duration_seconds,0.5,0.5,5,5,0,,36887.99646219214,964.6290907283316,35489.99699303731,37846.998171828884,0.02024482132235708,0.0001817526726526184,0.019926169118028497,0.020382285523963515,73776.0,1929.2584067459704,70980,75694,9999841.6,1742.8131856283392,9998179,10002656,39.731803902931766,0.9751496983523026,38.96379390292652,41.36476189066238,21.261614005750744,0.2850852230818394,20.983121618628502,21.65780768916011,71.52194632391448,2.0467936383546848,69.13906688094141,74.76218885928392,0.5518306097629543,0.013543745810578102,0.5411638042079474,0.5745105818152789,27.12341949529362,0.7168601854184884,26.42186601435791,28.176196833224246,1952.8862036609758,51.613933350180254,1902.3743530335173,2028.6861719920207,4.642683649214478,0.42470710669068595,4.035595885839802,5.053217623762657,33223.6,2008.2003884074916,29904,35274,4979.0,538.8631551702157,4316,5675,35573.4,800.7929195491179,34522,36545
min_duration_seconds,30,30.0,5,5,0,,32181.7972839334,903.2557577502267,30979.498603195905,33158.99528433366,0.020280240128257583,0.00012848267259746716,0.02010055928512682,0.020425096801428056,64363.6,1806.5130223721058,61959,66318,8728576.4,1007.2709665229114,8727517,8729871,45.62507414553057,1.1196850525456985,44.48909981412897,47.351828389627805,30.0,0.0,30.0,30.0,74.75176353409888,2.978500621603856,71.71834194362165,79.69560076892378,0.6336815853608734,0.01555118128527518,0.6179041640910505,0.6576642831951662,31.092229030874535,0.8784370667836995,30.15723699504677,32.27782402608634,2238.640490200228,63.2474688076018,2171.321063621379,2324.003329854364,4.353847646942377,0.4912920523578194,3.857536920424926,5.149702491770654,28095.6,1682.1534710007884,25455,29938,4836.8,526.0230032992854,4169,5539,31431.2,774.4147467604165,30485,32424
min_duration_seconds,5,5.0,5,5,0,,37253.49757267981,1101.8514237540146,35614.49849652097,38470.49790237694,0.020367268863853746,0.0003383341059329465,0.020048416178604422,0.020742541815950824,74507.0,2203.703133364383,71229,76941,9989342.6,1971.6228848337098,9987784,9992690,39.57674876151255,0.8487865005272469,38.97896873566244,41.05943682919167,21.258327484084294,0.37898563923034956,20.78175626299344,21.758402943611145,70.82632726756859,2.3701447252538643,68.60347789525987,74.244806689024,0.5496770661338828,0.01178870139588359,0.5413745657750818,0.570269955962197,26.861784805487552,0.8049494961031907,25.99344469842591,28.078122969377148,1934.048505988851,57.95636371926488,1871.5280182805288,2021.6248537885838,5.096020350161815,0.40915529668781464,4.408683200950992,5.4396791838834835,33266.4,2138.795876188282,29855,35557,4991.0,562.230379826633,4302,5670,36249.6,972.4354991463445,35150,37544
rarity_proportions_shape,common_heavy,,5,0,5,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0304284) is not smaller than the very_rare weight (0.03). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rarity_proportions_shape,flat_known,,5,0,5,"ConfigError: Layer 'ego_maneuver': element count n=8 in the configured range yields zero unknown elements; shrink the range, raise the unknown proportion, or set allow_unknown: false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rarity_proportions_shape,tail_heavy,,5,5,0,,36891.89680017789,1032.3053857895493,35831.999896857014,38075.49843864656,0.020340103973895123,0.00020103635275483758,0.020116520553911443,0.02057239515312635,73783.8,2064.608364799484,71664,76151,9999327.2,1479.2468353861705,9998217,10001741,39.91330543429848,0.7740810922569445,39.103183189734104,40.73245054559267,21.474453519983218,0.30580756023211675,21.237438447773457,21.932127341628075,71.35710921615363,1.2474640326207784,70.41099785268308,73.4895342156291,0.5543514643655131,0.010751126281164782,0.5430997665246785,0.5657284797996153,27.122440428629154,0.7533945923949126,26.26342638678482,27.90737991573924,1952.815710860914,54.244410652341486,1890.9666998483267,2009.3313539328324,3.7035569329342275,0.36439096982321484,3.262821764727557,4.171326902548296,33369.4,2097.2849830197133,29932,35556,4977.8,489.78689243384207,4393,5585,35436.6,968.8536009119231,34219,36632
target_unknown_element_probability,0.001,0.001,5,5,0,,22855.098001026512,583.4742537068424,21997.999936678403,23543.499034557004,0.008152019397044206,5.796875438181293e-05,0.008096538840950405,0.008237358706871756,45710.2,1166.9484564452707,43996,47087,9999327.2,1479.2468353861705,9998217,10001741,25.71204331683783,0.5657362801989518,24.956321142682103,26.531057393202836,15.42787937533576,0.20441726262384544,15.19068532064557,15.675999149680138,46.52777048714459,0.850790471098435,45.15630411170423,47.23892379179597,0.35711171273418363,0.007857448336052644,0.3466155714264852,0.368486908239086,43.776136915858515,1.1280983798263953,42.473823990264165,45.45866594347929,3151.8818579411914,81.22308334738383,3058.1153272987317,3273.023947929867,7.405636425961481,0.6145459748682127,6.764964094582541,8.139157465662707,8403.2,1056.0862654158514,6660,9513,1235.2,273.70732544088037,937,1602,36071.8,233.37459159043,35734,36320
target_unknown_element_probability,0.002,0.002,5,5,0,,27629.397589457414,801.0072478996091,26531.999923627212,28650.998825114904,0.012189070135251853,0.00011917153284648314,0.012053850306917819,0.01235850556510854,55258.8,1602.0139512501132,53064,57302,9999327.2,1479.2468353861705,9998217,10001741,31.840320843301633,0.8221415759831224,30.683610252794967,32.905777823121326,17.784650651738048,0.23024655960596738,17.47868604399264,18.08874550461769,57.22023128200324,1.000052999079227,55.966927838884295,58.666638733446625,0.4422266783797563,0.011418632999553298,0.42616125351187867,0.4570246919880065,36.21731395028733,1.0547302065140065,34.90255458413407,37.6903261504846,2607.646604420171,75.94057486890458,2512.983930057414,2713.703482834359,6.287420850675388,0.45088326686852515,5.789338651654138,7.001226545815161,16712.0,1517.5277592189211,14258,18383,2470.0,353.5116688314546,2027,2936,36076.8,339.197877351849,35614,36414
target_unknown_element_probability,0.008,0.008,5,0,5,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0498118) is not smaller than the very_rare weight (0.03). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
target_unknown_element_probability,0.016,0.016,5,0,5,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.100434) is not smaller than the very_rare weight (0.03). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_mode_conditional,conditional,,5,5,0,,19630.098285426175,1070.4820831858588,18138.999947786597,21029.999137627532,0.016568589046280436,0.0002632578158306658,0.016328927797452555,0.0169672988315122,39260.2,2140.9640819032907,36278,42060,9999327.2,1479.2468353861705,9998217,10001741,61.25727814568718,2.568148292370217,58.4674418059561,65.22370757891774,33.81456934642047,0.7554760394616193,33.067159835249186,35.086994387209415,107.20817836090922,6.648692397002652,103.48401007801289,119.06966257989403,0.8507955298015475,0.035668726282536214,0.8120478028610041,0.9058848274842656,51.06324768828581,2.808650100619858,47.55078893913578,55.12816240064585,3676.5538335558476,202.22280724446762,3423.6568036174494,3969.2276928457245,1.0069374939932372,0.07238390715944507,0.9169041081697146,1.0862399543890688,34329.0,2258.2579569216623,30734,36858,4931.2,477.45701377192063,4372,5544,0.0,0.0,0,0
