study,level_index,level_label,level_value,replicate,config_sha256,simulated_hours,simulated_miles,total_events,total_layer_transitions,total_unknown_episodes,episodes_per_hour,episodes_per_million_miles,unknown_time_fraction,episode_duration_mean_seconds,episode_duration_median_seconds,episode_duration_p90_seconds,episode_duration_max_seconds,inter_arrival_mean_seconds,inter_arrival_p90_seconds,window_count,window_mean,dispersion_index,c3_episodes,c4_episodes,c5_episodes,c6_episodes,selected_rule_count,selected_rule_mass_sum,selected_rule_mass_max,wall_seconds
duration_distribution_study,0,gamma,0,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,50000.00000000256,203641,203641,20,0.02,399.9999999999795,0.00010931980477737347,19.677564859927223,17.06478107406292,35.22394707105125,62.152697924291715,170738.7334150675,404848.88046831195,5,4.0,0.875,19,1,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.1869999999998981
duration_distribution_study,0,gamma,0,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,50000.000000000495,203588,203588,19,0.019,379.99999999999625,0.0001252969956036274,23.7404833775294,20.138240986038,45.649132425989954,70.38747008901555,169609.16279335678,381725.9279384272,5,3.8,0.5789473684210527,19,0,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.3280000000004293
duration_distribution_study,0,gamma,0,3,e72666b340010587819958029cb2438b37e487f13160ed2f4905356747122bb6,1000.0,50000.000000001164,204129,204129,21,0.021,419.9999999999902,0.00016539207464976547,28.352927082816937,19.74707221472636,62.151035813614726,92.31681306799874,167876.91833829816,319515.83062462625,5,4.2,0.16666666666666666,20,1,0,0,100,0.000997249832160345,6.160850492514242e-05,1.4369999999998981
duration_distribution_study,1,weibull,1,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,50000.00000000226,204478,204478,27,0.027,539.9999999999756,0.00016599999868226103,22.1333331576348,18.554120135493577,48.55815423780588,53.75288324197754,132994.09712690586,270505.33943709556,5,5.4,0.5185185185185185,27,0,0,0,100,0.0010007959226450746,5.9436808561073915e-05,13.04699999999957
duration_distribution_study,1,weibull,1,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,50000.00000000145,203841,203841,24,0.024,479.99999999998613,0.00010636834643622732,15.955251965434096,11.03772428369848,36.94276226818329,58.56111297290772,144011.07733313314,340153.7517866646,5,4.8,0.6666666666666667,23,1,0,0,100,0.0009799800507877046,5.560061326941382e-05,13.67199999999957
duration_distribution_study,1,weibull,1,3,e72666b340010587819958029cb2438b37e487f13160ed2f4905356747122bb6,1000.0,50000.000000000786,204067,204067,27,0.027,539.9999999999915,0.00014522506271322425,19.36334169509657,17.764375740778632,38.99904145709007,49.610700180288404,132674.0705633217,398724.70932573965,5,5.4,1.8148148148148149,25,2,0,0,100,0.000997249832160345,6.160850492514242e-05,11.782000000000153
duration_distribution_study,2,lognormal,2,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,49999.99999999983,203618,203618,22,0.022,440.0000000000015,0.00011308132088277488,18.504216144454073,16.3785100322566,29.859495707880704,48.622784806997515,154846.96490657987,328837.93290393864,4,5.0,0.13333333333333333,22,0,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.0150000000003274
duration_distribution_study,2,lognormal,2,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,49999.99999999941,203809,203809,21,0.021,420.00000000000495,6.801766684907407e-05,11.660171459841271,10.42494366131723,21.6477635219926,37.222953591961414,163661.16011469677,381994.9375251685,4,4.0,0.6666666666666666,20,1,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.0160000000005311
duration_distribution_study,2,lognormal,2,3,e72666b340010587819958029cb2438b37e487f13160ed2f4905356747122bb6,1000.0,49999.99999999917,204157,204157,21,0.021,420.000000000007,0.00014372931359215424,24.639310901512154,14.276349361985922,31.719845571089536,203.4956319198791,168554.02672739723,343715.61736218736,4,4.5,0.8148148148148148,21,0,0,0,100,0.000997249832160345,6.160850492514242e-05,1.1570000000001528
duration_distribution_study,3,inverse_gaussian,3,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,49999.999999999236,203844,203844,15,0.015,300.0000000000046,0.00010494965706486255,25.187917695567013,21.359429946169257,36.88586335538421,107.58989487867802,237627.67917831978,546525.4595740013,4,3.0,0.6666666666666666,15,0,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.4849999999996726
duration_distribution_study,3,inverse_gaussian,3,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,49999.99999999941,204118,204118,32,0.032,640.0000000000075,0.00018804781457696057,21.155379139908064,17.934499727911316,47.67260236269795,74.48087012488395,106987.15883884102,286329.22276620986,4,7.25,1.5057471264367814,31,1,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.469000000000051
duration_distribution_study,3,inverse_gaussian,3,3,e72666b340010587819958029cb2438b37e487f13160ed2f4905356747122bb6,1000.0,49999.99999999938,204079,204079,20,0.02,400.000000000005,0.00011251845123851024,20.253321222931845,14.138216950173955,38.9458798284177,77.02366799628362,178726.44239795746,426843.82329759886,4,3.75,3.444444444444444,18,2,0,0,100,0.000997249832160345,6.160850492514242e-05,1.4380000000001019
duration_distribution_study,4,shifted_exponential,4,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,50000.00000000024,204188,204188,27,0.027,539.9999999999974,0.00016073689388648846,21.431585851531796,21.89555583219044,36.82572526661679,48.29102975316346,129642.45085472242,317175.67427383666,5,5.4,1.1666666666666665,27,0,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.2029999999995198
duration_distribution_study,4,shifted_exponential,4,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,49999.99999999879,203905,203905,31,0.031,620.0000000000149,0.00014597146644706804,16.951525135788547,13.82118142861873,28.112272861413658,81.79980731429532,113468.57565549137,264631.49221223174,4,6.75,3.0,31,0,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.2029999999995198
duration_distribution_study,4,shifted_exponential,4,3,e72666b340010587819958029cb2438b37e487f13160ed2f4905356747122bb6,1000.0,49999.99999999986,204160,204160,23,0.023,460.00000000000125,0.00013722827816736147,21.47920875663049,16.52759222104214,34.608089172840124,94.29851252166554,156221.88325254552,350334.8605382974,4,4.75,1.736842105263158,22,1,0,0,100,0.000997249832160345,6.160850492514242e-05,1.2030000000004293
duration_distribution_study,5,inverse_gamma,5,1,f443d265ed0c0eb85ec5c788f65b327dcbb244174551548099560c755824da4d,1000.0,49999.999999998654,203989,203989,17,0.017,340.00000000000915,0.00010034623696241599,21.249791356746915,19.84023521107156,39.237407368194546,43.59838964510709,210795.62301942686,396853.0061751749,4,3.5,0.8571428571428571,16,1,0,0,100,0.0010007959226450746,5.9436808561073915e-05,1.4840000000003783
duration_distribution_study,5,inverse_gamma,5,2,cadd912426a50da068982da4e4bc80904b86688dfdaa5f1187b84c9fbe594aa4,1000.0,49999.999999998305,204225,204225,20,0.02,400.0000000000136,8.90112428772813e-05,16.022023717910635,10.869501751614735,37.42059658771615,52.69273997459095,175645.702797563,445137.0096879783,4,4.25,1.6274509803921569,19,1,0,0,100,0.0009799800507877046,5.560061326941382e-05,1.5
