level_index,level_label,level_value,runs,simulated_hours_mean,simulated_hours_sd,simulated_hours_min,simulated_hours_max,simulated_miles_mean,simulated_miles_sd,simulated_miles_min,simulated_miles_max,total_events_mean,total_events_sd,total_events_min,total_events_max,total_layer_transitions_mean,total_layer_transitions_sd,total_layer_transitions_min,total_layer_transitions_max,total_unknown_episodes_mean,total_unknown_episodes_sd,total_unknown_episodes_min,total_unknown_episodes_max,episodes_per_hour_mean,episodes_per_hour_sd,episodes_per_hour_min,episodes_per_hour_max,episodes_per_million_miles_mean,episodes_per_million_miles_sd,episodes_per_million_miles_min,episodes_per_million_miles_max,unknown_time_fraction_mean,unknown_time_fraction_sd,unknown_time_fraction_min,unknown_time_fraction_max,episode_duration_mean_seconds_mean,episode_duration_mean_seconds_sd,episode_duration_mean_seconds_min,episode_duration_mean_seconds_max,episode_duration_median_seconds_mean,episode_duration_median_seconds_sd,episode_duration_median_seconds_min,episode_duration_median_seconds_max,episode_duration_p90_seconds_mean,episode_duration_p90_seconds_sd,episode_duration_p90_seconds_min,episode_duration_p90_seconds_max,episode_duration_max_seconds_mean,episode_duration_max_seconds_sd,episode_duration_max_seconds_min,episode_duration_max_seconds_max,inter_arrival_mean_seconds_mean,inter_arrival_mean_seconds_sd,inter_arrival_mean_seconds_min,inter_arrival_mean_seconds_max,inter_arrival_p90_seconds_mean,inter_arrival_p90_seconds_sd,inter_arrival_p90_seconds_min,inter_arrival_p90_seconds_max,window_count_mean,window_count_sd,window_count_min,window_count_max,window_mean_mean,window_mean_sd,window_mean_min,window_mean_max,dispersion_index_mean,dispersion_index_sd,dispersion_index_min,dispersion_index_max,c3_episodes_mean,c3_episodes_sd,c3_episodes_min,c3_episodes_max,c4_episodes_mean,c4_episodes_sd,c4_episodes_min,c4_episodes_max,c5_episodes_mean,c5_episodes_sd,c5_episodes_min,c5_episodes_max,c6_episodes_mean,c6_episodes_sd,c6_episodes_min,c6_episodes_max,selected_rule_count_mean,selected_rule_count_sd,selected_rule_count_min,selected_rule_count_max,selected_rule_mass_sum_mean,selected_rule_mass_sum_sd,selected_rule_mass_sum_min,selected_rule_mass_sum_max,selected_rule_mass_max_mean,selected_rule_mass_max_sd,selected_rule_mass_max_min,selected_rule_mass_max_max,wall_seconds_mean,wall_seconds_sd,wall_seconds_min,wall_seconds_max
0,50_hours,50,3,50.0,0.0,50.0,50.0,2500.0000000000023,1.0412953085564123e-11,2499.9999999999905,2500.0000000000105,10256.666666666666,14.047538337136984,10242.0,10270.0,10256.666666666666,14.047538337136984,10242.0,10270.0,2.0,1.0,1.0,3.0,0.04,0.02,0.02,0.06,799.9999999999991,399.99999999999795,399.99999999999915,1199.999999999995,0.0001789848179445673,0.00010770002875598937,8.600492366870943e-05,0.0002969964445886338,15.718816879186003,1.9926866336476592,13.855777701872285,17.819786675318028,12.634392560595492,3.6153800845574136,8.566513719546492,15.480886260367697,24.3647976179258,10.340334570158516,15.480886260367697,35.71541512560507,27.297398882258374,13.825932636781756,15.480886260367697,42.50264047711971,89788.11111931974,45770.69157824348,48593.33264507118,139059.51084318757,106422.26612589491,31910.728434458222,75291.40956151835,139059.51084318757,0.0,0.0,0.0,0.0,,,,,,,,,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.051999999999983025,0.023895606290997875,0.03099999999994907,0.07800000000042928
1,100_hours,100,3,100.0,0.0,100.0,100.0,4999.999999999972,4.486430827743104e-12,4999.999999999966,4999.9999999999745,20445.0,62.601916903558156,20378.0,20502.0,20445.0,62.601916903558156,20378.0,20502.0,3.6666666666666665,2.0816659994661326,2.0,6.0,0.03666666666666667,0.020816659994661327,0.02,0.06,733.3333333333377,416.3331998932298,400.00000000000216,1200.0000000000082,0.0002984630185934091,0.00021197449982128015,7.697654278817936e-05,0.0004994337154595592,27.366418777781494,12.416643886750423,13.855777701872285,38.277455703898646,25.612019259497174,11.346047320747408,13.855777701872285,36.49772210291121,45.805931307238644,20.7055557656106,21.898091467804626,57.937151034595445,52.38329958224009,24.945793290647245,23.90866990928771,70.38747008901555,72450.32690062,20053.329292895778,49440.15997259353,86199.33085956602,106293.94226017426,28183.279312401435,78824.97488469922,135140.97392284474,0.0,0.0,0.0,0.0,,,,,,,,,3.6666666666666665,2.0816659994661326,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.09400000000005093,0.0,0.09400000000005093,0.09400000000005093
2,250_hours,250,3,250.0,0.0,250.0,250.0,12499.999999999969,3.9699556594304285e-11,12499.999999999925,12500.000000000004,51090.666666666664,101.93298452087691,51017.0,51207.0,51090.666666666664,101.93298452087691,51017.0,51207.0,6.333333333333333,0.5773502691896257,6.0,7.0,0.025333333333333333,0.002309401076758503,0.024,0.028,506.6666666666679,46.18802153516884,480.0000000000009,559.9999999999998,0.00016573189110752234,4.35702694860057e-05,0.00011662923363920223,0.00019977348618382368,23.568405426845914,6.24211295836274,17.494385045880335,29.96602292757355,20.19198572074917,5.6683547744382885,15.480886260367697,26.482557973708026,43.93839172543377,15.779945077695091,26.837887380592292,57.937151034595445,54.336111229776485,21.60824512629571,29.767104851896875,70.38747008901555,97604.90515462078,41937.41077674785,49440.15997259353,126030.5960416465,193377.69389064578,101324.16929275054,78824.97488469922,271265.77843361645,1.0,0.0,1.0,1.0,5.333333333333333,0.5773502691896257,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.3333333333333333,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.2766666666666424,0.009237604307340668,0.26599999999962165,0.2820000000001528
3,500_hours,500,3,500.0,0.0,500.0,500.0,25000.000000000233,1.5564144681120857e-10,25000.00000000007,25000.00000000038,101844.0,123.85071659057932,101701.0,101917.0,101844.0,123.85071659057932,101701.0,101917.0,9.666666666666666,0.5773502691896257,9.0,10.0,0.01933333333333333,0.0011547005383792525,0.018,0.02,386.66666666666305,23.09401076758508,359.9999999999963,399.99999999999886,0.00013536259735364486,2.485932964453216e-05,0.00010673290291544011,0.00015147792163641295,25.07682020975901,3.2466979234862228,21.346580583088024,27.266025894554332,18.594646628397943,4.82814161951405,13.020997204570449,21.489986653905362,50.007061145936795,14.882140592130344,36.24422346637585,65.80006418037519,74.952327027102,15.591565019253226,62.152697924291715,92.31681306799874,174589.9011664868,6928.100291441395,166766.9659450449,179950.45022388815,352988.5395656998,55159.86852597403,305924.58589582884,413687.02409940783,2.0,0.0,2.0,2.0,4.0,0.5,3.5,4.5,1.1322751322751323,0.9537468159831877,0.1111111111111111,2.0,9.0,1.0,8.0,10.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.4846666666665745,0.04082074635940228,0.4539999999997235,0.5309999999999491
4,1000_hours,1000,3,1000.0,0.0,1000.0,1000.0,50000.000000001404,1.0543194824688546e-09,50000.000000000495,50000.00000000256,203786.0,298.22642404723297,203588.0,204129.0,203786.0,298.22642404723297,203588.0,204129.0,20.0,1.0,19.0,21.0,0.02,0.0010000000000000009,0.019,0.021,399.99999999998863,19.999999999996987,379.99999999999625,419.9999999999902,0.00013333629167692213,2.8887671646848916e-05,0.00010931980477737347,0.00016539207464976547,23.923658440091188,4.340580865764843,19.677564859927223,28.352927082816937,18.98336475827576,1.6730139769016117,17.06478107406292,20.138240986038,47.67470510355198,13.577342727556688,35.22394707105125,62.151035813614726,74.952327027102,15.591565019253226,62.152697924291715,92.31681306799874,169408.27151557416,1441.4452339658683,167876.91833829816,170738.7334150675,368696.8796771218,44133.3142065357,319515.83062462625,404848.88046831195,5.0,0.0,5.0,5.0,4.0,0.20000000000000018,3.8,4.2,0.5402046783625731,0.3557524066011407,0.16666666666666666,0.875,19.333333333333332,0.5773502691896257,19.0,20.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,0.9113333333334594,0.07720319509782955,0.8590000000003783,1.0
5,2000_hours,2000,3,2000.0,0.0,2000.0,2000.0,100000.00000000426,1.361362585277122e-09,100000.00000000345,100000.00000000584,407831.3333333333,353.0727026170861,407580.0,408235.0,407831.3333333333,353.0727026170861,407580.0,408235.0,40.666666666666664,4.163331998932265,36.0,44.0,0.02033333333333333,0.002081665999466133,0.018,0.022,406.6666666666497,41.633319989325976,359.999999999979,439.9999999999848,0.00012166290829485055,2.6134122564561084e-05,9.171010523724463e-05,0.0001398196484791596,21.36676022039188,2.619501002077361,18.342021047448927,22.879578842044296,15.989658309161314,0.8900283057358367,15.021284943795763,16.771905646659434,44.661616046094174,11.87035265425356,32.15611375006847,55.77385084768756,85.22413700593945,20.46849069491519,62.152697924291715,101.20290002552792,172363.51237268056,23406.439404753375,149612.6367490627,196374.60012334876,423423.3033912039,59971.3380227646,370404.1403238077,488511.2162128845,10.0,0.0,10.0,10.0,4.066666666666667,0.41633319989322665,3.6,4.4,1.0530703864037199,0.7361000621541847,0.46560846560846564,1.878787878787879,39.0,4.58257569495584,34.0,43.0,1.6666666666666667,0.5773502691896257,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,1.926999999999983,0.08660831368856434,1.8429999999998472,2.0159999999996217
6,5000_hours,5000,3,5000.0,0.0,5000.0,5000.0,249999.99999996822,5.468732878981642e-09,249999.99999996228,249999.99999997305,1019783.0,409.71819583709,1019331.0,1020130.0,1019783.0,409.71819583709,1019331.0,1020130.0,115.0,7.0,110.0,123.0,0.023000000000000003,0.0014000000000000006,0.022,0.0246,460.00000000005844,28.00000000000308,440.0000000000474,492.00000000006037,0.0001272648788556595,6.7228149458111e-06,0.0001199503242347079,0.00013317364652109083,19.953665294905885,1.3170346872783107,18.829853533343382,21.402907476603882,14.650663264406225,0.8432090323183997,14.099617093801498,15.621357235591859,42.081664154659194,7.462038806050146,33.54022026360035,47.3346413291991,108.63933595037088,14.251707169585625,92.31681306799874,118.61514755990356,155604.69180658157,8272.54673219658,146191.24715242872,161716.87642193795,376842.4112467752,24215.05703117491,359821.2926061447,404564.42879360827,24.0,0.0,24.0,24.0,4.583333333333333,0.23199018178458405,4.375,4.833333333333333,1.0996082561602554,0.11744448725054812,0.9701863354037268,1.199400299850075,110.0,7.211102550927978,104.0,118.0,5.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,5.140666666666827,0.23127112516137505,4.875,5.29700000000048
7,10000_hours,10000,3,10000.0,0.0,10000.0,10000.0,499999.99999992317,1.0053312918816668e-08,499999.999999916,499999.9999999347,2039783.3333333333,524.9479339261497,2039329.0,2040358.0,2039783.3333333333,524.9479339261497,2039329.0,2040358.0,234.66666666666666,16.041612554021285,218.0,250.0,0.023466666666666667,0.0016041612554021293,0.0218,0.025,469.33333333340505,32.08322510803894,436.0000000000732,500.0000000000653,0.00012893320608179743,1.304572262855419e-05,0.0001154947109177184,0.00014154702868625707,19.749622635938255,0.6562303709391554,19.07252106898102,20.382772130821017,14.365236822903777,0.6604312995268095,13.771739086369053,15.076702255755663,41.9273844824483,2.4715543539056957,40.364119090512425,44.776801478117704,119.1429555201903,17.8482788349074,101.56443473696709,137.24928426370025,153622.1337640878,10597.263050617292,143786.38223857112,164844.41101391855,360064.62872939446,44767.86714681048,326703.94100545923,410942.3455140594,49.0,0.0,49.0,49.0,4.714285714285714,0.3371981967726183,4.36734693877551,5.040816326530612,1.2268354120792657,0.1248910415804157,1.1486167341430502,1.370869252873563,226.66666666666666,15.044378795195676,211.0,241.0,8.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,10.286333333333156,0.23726005423021873,10.030999999999949,10.5
8,15000_hours,15000,3,15000.0,0.0,15000.0,15000.0,749999.9999998595,2.086932030988262e-08,749999.9999998368,749999.9999998778,3059785.0,710.5905994312055,3059198.0,3060575.0,3059785.0,710.5905994312055,3059198.0,3060575.0,352.0,16.09347693943108,337.0,369.0,0.023466666666666667,0.0010728984626287392,0.022466666666666666,0.0246,469.3333333334213,21.457969252581403,449.3333333334066,492.00000000008913,0.0001329924243566201,8.579244906021056e-06,0.00012546391616556746,0.00014233293315135342,20.39082847131771,0.3856255688529079,20.104010305461845,20.829209729466353,15.300944016315043,0.8523277517935084,14.372166528366506,16.04727580398321,44.00669744500001,1.2366833184481936,43.22951264235314,45.43277404718102,143.5517224902287,28.6131913622808,118.61514755990356,174.79073564708233,153192.39366947464,6972.108261172223,146242.08478537257,160186.09872465956,365755.13077949855,28141.76129959862,346183.51946422143,398005.8591375689,74.0,0.0,74.0,74.0,4.711711711711712,0.18934999600886201,4.527027027027027,4.905405405405405,1.2667186196721925,0.16520604857929047,1.1270087916581475,1.4490631396630451,341.0,16.703293088490067,326.0,359.0,11.0,1.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,15.416666666666666,0.7844069946993584,14.75,16.28099999999995
9,20000_hours,20000,3,20000.0,0.0,20000.0,20000.0,999999.9999997815,7.485100836953714e-08,999999.9999996951,999999.999999826,4079648.0,257.38492574352523,4079435.0,4079934.0,4079648.0,257.38492574352523,4079435.0,4079934.0,478.0,16.09347693943108,463.0,495.0,0.0239,0.0008046738469715544,0.02315,0.02475,478.00000000010436,16.093476939429486,463.00000000008174,495.0000000000862,0.00013603427451907278,6.966963148131266e-06,0.00013067956054874452,0.00014391104053117427,20.483100199711586,0.39431321987441603,20.195126089003296,20.932514986352622,15.485586805890003,0.8206949129078779,14.838542740792036,16.408725902438164,43.10516987877588,1.0296601571248227,42.40476495474577,44.28740283660591,150.58094163859883,21.00215549549418,137.24928426370025,174.79073564708233,150488.56518234112,5005.831337494333,145294.45946103602,155282.0462108083,366024.0678620793,12618.93223681848,356717.23535360716,380386.9950356074,99.0,0.0,99.0,99.0,4.760942760942761,0.1542954779446409,4.626262626262626,4.929292929292929,1.368335419323321,0.2390379181557661,1.1363069245165316,1.6138147566718994,463.0,17.08800749063506,447.0,481.0,15.0,1.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0009926752685310413,1.1136431412015317e-05,0.0009799800507877046,0.0010007959226450746,5.888197558521005e-05,3.042132518493042e-06,5.560061326941382e-05,6.160850492514242e-05,23.890666666666828,4.02225426015461,20.07800000000043,28.09400000000005
